learner_id,quiz_question,week_number,step_number,question_number,response,submitted_at,correct
ab429259-226f-4028-b4c4-4f58a3a20de7,7.11.5,7,11,5,1,2015-04-08 07:26:26 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.1,6,10,1,2,2015-04-10 11:01:01 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.1,6,10,1,1,2015-04-10 11:01:07 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.2,6,10,2,3,2015-04-10 11:01:19 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.3,6,10,3,3,2015-04-10 11:01:41 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.3,6,10,3,4,2015-04-10 11:01:59 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.4,6,10,4,3,2015-04-10 11:02:19 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.4,6,10,4,2,2015-04-10 11:02:24 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,6.10.5,6,10,5,1,2015-04-10 11:07:31 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.1,7,11,1,3,2015-04-10 11:07:56 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.1,7,11,1,4,2015-04-10 11:08:00 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.2,7,11,2,1,2015-04-10 11:08:07 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.2,7,11,2,3,2015-04-10 11:08:13 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.2,7,11,2,2,2015-04-10 11:08:16 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.3,7,11,3,1,2015-04-10 11:10:38 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.4,7,11,4,4,2015-04-10 11:10:46 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.5,7,11,5,2,2015-04-10 11:10:59 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.5,7,11,5,1,2015-04-10 11:11:04 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,7.11.5,7,11,5,3,2015-04-10 11:11:11 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.1,8,11,1,1,2015-04-10 11:15:09 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.1,8,11,1,2,2015-04-10 11:15:12 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.1,8,11,1,3,2015-04-10 11:15:14 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.2,8,11,2,2,2015-04-10 11:15:56 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.2,8,11,2,1,2015-04-10 11:15:58 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.3,8,11,3,3,2015-04-10 11:16:13 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.4,8,11,4,3,2015-04-10 11:16:49 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.4,8,11,4,2,2015-04-10 11:16:54 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.5,8,11,5,2,2015-04-10 11:17:16 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,8.11.5,8,11,5,3,2015-04-10 11:17:20 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.1,9,10,1,3,2015-04-10 11:17:38 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.1,9,10,1,2,2015-04-10 11:18:03 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.2,9,10,2,1,2015-04-10 11:19:47 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.2,9,10,2,2,2015-04-10 11:27:26 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.3,9,10,3,1,2015-04-10 11:27:31 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.3,9,10,3,2,2015-04-10 11:27:33 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.3,9,10,3,3,2015-04-10 11:27:36 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.4,9,10,4,2,2015-04-10 11:27:43 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.4,9,10,4,1,2015-04-10 11:27:46 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,9.10.5,9,10,5,2,2015-04-10 11:28:17 UTC,TRUE
e249a885-e55c-4b8e-96e2-9baea6314717,6.10.1,6,10,1,2,2015-04-14 13:36:59 UTC,FALSE
e249a885-e55c-4b8e-96e2-9baea6314717,6.10.2,6,10,2,1,2015-04-14 13:37:17 UTC,FALSE
e249a885-e55c-4b8e-96e2-9baea6314717,6.10.3,6,10,3,2,2015-04-14 13:37:37 UTC,FALSE
e249a885-e55c-4b8e-96e2-9baea6314717,6.10.4,6,10,4,3,2015-04-14 13:37:52 UTC,FALSE
e249a885-e55c-4b8e-96e2-9baea6314717,6.10.4,6,10,4,2,2015-04-14 13:37:57 UTC,TRUE
e249a885-e55c-4b8e-96e2-9baea6314717,6.10.5,6,10,5,1,2015-04-14 13:38:15 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,6.10.1,6,10,1,1,2015-04-15 08:54:34 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,6.10.2,6,10,2,1,2015-04-15 08:54:47 UTC,FALSE
6e7c37df-c882-4491-b19a-18fd158b1b3e,6.10.2,6,10,2,3,2015-04-15 08:54:57 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,6.10.3,6,10,3,4,2015-04-15 08:55:16 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,6.10.4,6,10,4,2,2015-04-15 08:55:37 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,6.10.5,6,10,5,1,2015-04-15 08:58:05 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,7.11.1,7,11,1,4,2015-04-15 08:58:50 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,7.11.2,7,11,2,2,2015-04-15 08:59:12 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,7.11.3,7,11,3,1,2015-04-15 08:59:37 UTC,FALSE
6e7c37df-c882-4491-b19a-18fd158b1b3e,7.11.4,7,11,4,4,2015-04-15 08:59:57 UTC,FALSE
6e7c37df-c882-4491-b19a-18fd158b1b3e,7.11.5,7,11,5,3,2015-04-15 09:01:01 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,8.11.1,8,11,1,3,2015-04-15 09:01:22 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,8.11.2,8,11,2,1,2015-04-15 09:01:54 UTC,FALSE
6e7c37df-c882-4491-b19a-18fd158b1b3e,8.11.3,8,11,3,3,2015-04-15 09:02:09 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,8.11.4,8,11,4,2,2015-04-15 09:02:25 UTC,FALSE
6e7c37df-c882-4491-b19a-18fd158b1b3e,8.11.5,8,11,5,3,2015-04-15 09:03:36 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,9.10.1,9,10,1,2,2015-04-15 09:04:33 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,9.10.2,9,10,2,2,2015-04-15 09:04:50 UTC,FALSE
6e7c37df-c882-4491-b19a-18fd158b1b3e,9.10.3,9,10,3,4,2015-04-15 09:05:12 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,9.10.4,9,10,4,1,2015-04-15 09:05:19 UTC,TRUE
6e7c37df-c882-4491-b19a-18fd158b1b3e,9.10.5,9,10,5,2,2015-04-15 09:05:26 UTC,TRUE
e355c381-458c-43e8-9c8e-384f486f1e1f,9.10.1,9,10,1,1,2015-04-15 11:21:10 UTC,FALSE
e355c381-458c-43e8-9c8e-384f486f1e1f,9.10.1,9,10,1,3,2015-04-15 11:21:23 UTC,FALSE
e355c381-458c-43e8-9c8e-384f486f1e1f,9.10.3,9,10,3,3,2015-04-15 11:21:54 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,7.11.1,7,11,1,4,2015-04-15 12:22:55 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.1,8,11,1,1,2015-04-15 14:28:13 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.1,8,11,1,3,2015-04-15 14:28:18 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.2,8,11,2,4,2015-04-15 14:28:40 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.2,8,11,2,2,2015-04-15 14:28:47 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.2,8,11,2,1,2015-04-15 14:28:53 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.3,8,11,3,3,2015-04-15 14:31:49 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.4,8,11,4,1,2015-04-15 14:32:21 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.4,8,11,4,2,2015-04-15 14:32:26 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,8.11.5,8,11,5,3,2015-04-15 14:32:48 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,9.10.1,9,10,1,2,2015-04-15 16:17:12 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,9.10.2,9,10,2,2,2015-04-15 16:17:40 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,9.10.3,9,10,3,4,2015-04-15 16:18:14 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,9.10.4,9,10,4,1,2015-04-15 16:56:03 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,9.10.5,9,10,5,2,2015-04-15 16:56:11 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.1,2,11,1,2,2015-04-16 10:08:12 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.1,2,11,1,1,2015-04-16 10:08:15 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.2,2,11,2,2,2015-04-16 10:08:20 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.2,2,11,2,4,2015-04-16 10:08:25 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.2,2,11,2,3,2015-04-16 10:08:28 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.3,2,11,3,1,2015-04-16 10:08:36 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.3,2,11,3,2,2015-04-16 10:08:38 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.3,2,11,3,3,2015-04-16 10:08:40 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.3,2,11,3,4,2015-04-16 10:08:43 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.4,2,11,4,1,2015-04-16 10:09:18 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.4,2,11,4,2,2015-04-16 10:09:21 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.4,2,11,4,3,2015-04-16 10:09:25 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.4,2,11,4,2,2015-04-16 10:09:28 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.5,2,11,5,2,2015-04-16 10:09:34 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,2.11.5,2,11,5,3,2015-04-16 10:09:38 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,1,2015-04-16 10:35:35 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,2,2015-04-16 10:35:38 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,3,2015-04-16 10:35:41 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,4,2015-04-16 10:35:44 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.2,4,10,2,2,2015-04-16 10:35:52 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.3,4,10,3,2,2015-04-16 10:36:15 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.4,4,10,4,4,2015-04-16 10:36:20 UTC,TRUE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,3,2015-04-16 10:36:28 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,4,2015-04-16 10:36:31 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,2,2015-04-16 10:36:34 UTC,FALSE
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,1,2015-04-16 10:36:37 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.1,2,11,1,3,2015-04-16 12:36:13 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.1,2,11,1,1,2015-04-16 12:36:20 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.2,2,11,2,2,2015-04-16 12:37:12 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.2,2,11,2,3,2015-04-16 12:37:23 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.4,2,11,4,4,2015-04-16 12:37:37 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.4,2,11,4,2,2015-04-16 12:37:47 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.4,2,11,4,3,2015-04-16 12:38:37 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,2.11.4,2,11,4,2,2015-04-16 12:38:46 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,3.14.5,3,14,5,3,2015-04-16 12:39:08 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,3.14.5,3,14,5,2,2015-04-16 12:39:11 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,4.10.5,4,10,5,4,2015-04-16 12:39:56 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,4.10.5,4,10,5,2,2015-04-16 12:40:08 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,4.10.5,4,10,5,3,2015-04-16 12:40:12 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,4.10.5,4,10,5,1,2015-04-16 12:40:15 UTC,TRUE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,4.10.5,4,10,5,2,2015-04-16 12:41:08 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,7.11.3,7,11,3,3,2015-04-16 14:36:36 UTC,FALSE
5a5dc84f-7c95-4ac4-9c60-61a98ae12f7b,7.11.3,7,11,3,4,2015-04-16 14:36:39 UTC,FALSE
e355c381-458c-43e8-9c8e-384f486f1e1f,2.11.1,2,11,1,2,2015-04-16 16:50:05 UTC,FALSE
e355c381-458c-43e8-9c8e-384f486f1e1f,2.11.1,2,11,1,3,2015-04-16 16:55:52 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.1,2,11,1,2,2015-04-16 18:31:06 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.2,2,11,2,1,2015-04-16 18:33:58 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.2,2,11,2,2,2015-04-16 18:34:32 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.2,2,11,2,3,2015-04-16 18:34:54 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.2,2,11,2,4,2015-04-16 18:36:58 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.3,2,11,3,1,2015-04-16 18:38:26 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.3,2,11,3,2,2015-04-16 18:38:48 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.3,2,11,3,3,2015-04-16 18:39:12 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.3,2,11,3,4,2015-04-16 18:39:34 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.4,2,11,4,1,2015-04-16 18:40:38 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.4,2,11,4,2,2015-04-16 18:41:12 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.4,2,11,4,3,2015-04-16 18:41:49 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.4,2,11,4,4,2015-04-16 18:42:07 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.5,2,11,5,1,2015-04-16 18:42:56 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.5,2,11,5,2,2015-04-16 18:43:26 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.5,2,11,5,3,2015-04-16 18:44:02 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,2.11.5,2,11,5,4,2015-04-16 18:44:20 UTC,TRUE
e355c381-458c-43e8-9c8e-384f486f1e1f,2.11.4,2,11,4,1,2015-04-16 18:48:25 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.1,3,14,1,1,2015-04-16 18:56:24 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.1,3,14,1,2,2015-04-16 18:56:51 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.1,3,14,1,3,2015-04-16 18:57:53 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.1,3,14,1,4,2015-04-16 18:58:14 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.2,3,14,2,1,2015-04-16 18:59:08 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.2,3,14,2,2,2015-04-16 18:59:41 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.2,3,14,2,3,2015-04-16 18:59:59 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.2,3,14,2,4,2015-04-16 19:00:24 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.3,3,14,3,1,2015-04-16 19:01:27 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.3,3,14,3,2,2015-04-16 19:01:58 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.3,3,14,3,3,2015-04-16 19:02:42 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.3,3,14,3,4,2015-04-16 19:03:04 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.4,3,14,4,1,2015-04-16 19:04:14 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.4,3,14,4,2,2015-04-16 19:05:01 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.4,3,14,4,3,2015-04-16 19:05:25 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.4,3,14,4,4,2015-04-16 19:05:43 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.5,3,14,5,1,2015-04-16 19:07:04 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.5,3,14,5,3,2015-04-16 19:07:37 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.5,3,14,5,4,2015-04-16 19:07:53 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.5,3,14,5,2,2015-04-16 19:08:28 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,3.14.5,3,14,5,3,2015-04-16 19:08:35 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.1,4,10,1,1,2015-04-16 19:11:36 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.1,4,10,1,2,2015-04-16 19:12:44 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.1,4,10,1,3,2015-04-16 19:12:51 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.1,4,10,1,4,2015-04-16 19:12:57 UTC,TRUE
e355c381-458c-43e8-9c8e-384f486f1e1f,2.11.2,2,11,2,4,2015-04-16 19:13:20 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.2,4,10,2,1,2015-04-16 19:15:19 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.2,4,10,2,2,2015-04-16 19:15:48 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.2,4,10,2,3,2015-04-16 19:16:06 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.2,4,10,2,4,2015-04-16 19:16:25 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.3,4,10,3,1,2015-04-16 19:17:03 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.3,4,10,3,2,2015-04-16 19:17:28 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.3,4,10,3,3,2015-04-16 19:17:49 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.3,4,10,3,4,2015-04-16 19:18:12 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.4,4,10,4,1,2015-04-16 19:20:28 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.4,4,10,4,2,2015-04-16 19:20:56 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.4,4,10,4,3,2015-04-16 19:21:44 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.4,4,10,4,4,2015-04-16 19:22:10 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.5,4,10,5,1,2015-04-16 19:23:14 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.5,4,10,5,2,2015-04-16 19:23:42 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.5,4,10,5,3,2015-04-16 19:24:24 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,4.10.5,4,10,5,4,2015-04-16 19:25:36 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.1,6,10,1,1,2015-04-16 19:32:30 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.1,6,10,1,2,2015-04-16 19:33:02 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.1,6,10,1,3,2015-04-16 19:33:33 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.1,6,10,1,4,2015-04-16 19:33:41 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.2,6,10,2,1,2015-04-16 19:35:24 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.2,6,10,2,2,2015-04-16 19:35:38 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.2,6,10,2,3,2015-04-16 19:35:57 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.2,6,10,2,4,2015-04-16 19:36:21 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.3,6,10,3,1,2015-04-16 19:37:13 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.3,6,10,3,4,2015-04-16 19:37:49 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.4,6,10,4,1,2015-04-16 19:38:58 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.4,6,10,4,2,2015-04-16 19:39:13 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.4,6,10,4,3,2015-04-16 19:39:27 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.4,6,10,4,4,2015-04-16 19:39:58 UTC,FALSE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.5,6,10,5,1,2015-04-16 19:41:05 UTC,TRUE
114adfa4-d82a-46f9-8cbc-5d460f442327,6.10.5,6,10,5,2,2015-04-16 19:41:21 UTC,FALSE
