id,author_id,parent_id,step,week_number,step_number,text,timestamp,moderated,likes
4508361,71e61fe1-2a56-4a50-87f2-f6bea12520d2,,1.3,1,3,"What is really interesting here is that hypothoses which the individuals concerned were not aware of, can be tested. These hypothoses, if proved valid, can then be used for generating assumptions which can be used to drive specific interests back to individuals in the specific geographic areas.",2015-04-20 04:20:35 UTC,,2
4508424,71e61fe1-2a56-4a50-87f2-f6bea12520d2,,1.4,1,4,"Thanks for sharing this data analysis, team. I presume that future weeks content will drill into this analysis and findings in more detail. I understand why the year is able to be used as a global indicator but wondered what, if any, bias is introduced by country specific cultural norms? ",2015-04-20 04:29:48 UTC,,5
4508466,71e61fe1-2a56-4a50-87f2-f6bea12520d2,,1.5,1,5,"Could it be used to determine preferences and to inform commercial and other organizations who may then target those countries with preference-specific merchandise?
Could it also inform government or criminal agencies enabling detailed activity planning?",2015-04-20 04:35:59 UTC,,1
4508572,08109691-5985-450a-a192-ccc1544f44be,4508466,1.5,1,5,This is definitely the Tech time. with google on the central ground.,2015-04-20 04:53:10 UTC,,0
4508593,9f114ce0-9a24-404e-925d-4285af671da1,,1.3,1,3,seems that I'm heading towards interesting topics in coming weeks,2015-04-20 04:56:06 UTC,,1
4508639,2ee45d19-bd82-48cf-8c2f-4e5c5117d934,,1.4,1,4,Interesting analysis. I find it fascinating that the team was able to hypothesis a future orientation index with a seemingly simple Google search of the year. I look forward to reading about more advance practical uses of big data predictive models.,2015-04-20 05:00:10 UTC,,0
4508680,825114b7-b321-45e2-b022-9735fd2557df,,1.1,1,1,I'm looking forward to it. ,2015-04-20 05:07:45 UTC,,1
4508690,a28305f3-b051-4176-8aea-2dcbf3a4a0d0,4506868,1.1,1,1,"Yes, that's odd.  You would expect cutting and pasting from the PDF to give plain text but it looks like there is an issue with the character set within the PDF document.",2015-04-20 05:09:13 UTC,,1
4508723,9b5c19f0-e6ee-4bb7-b6fd-f42a61069273,,1.3,1,3,"The study that was done was interesting - the study on years that were searched from the base year of 2010, whether people in countries searched for 2011 (the following year) or for 2009 (the previous year).  The hypotheses are also interesting - the more economically successful/forward-looking countries as well as Internet enabled countries seems to correlate with searches in the next year.  However, the reverse doesn't seem to make as much sense, i.e. the participants in other countries who search for the previous year.  Is it that these participants in countries search more with reference to 2009 as compared to 2011 (as in it is relative) or do they just search for items in 2009 (as in an absolute value)?",2015-04-20 05:13:18 UTC,,1
4508744,825114b7-b321-45e2-b022-9735fd2557df,4508361,1.3,1,3,Is there an ethics issue? ,2015-04-20 05:16:30 UTC,,2
4508773,825114b7-b321-45e2-b022-9735fd2557df,,1.3,1,3,"I posted a comment as a reply to John's message but then wondered if the ethics of getting data on people without their knowledge is an issue. 
That is, can people be identified, and thus targetted? 
At what stage are we lloking at big anonymous data, and which stage are we focussing on one individual's holiday pictures. internet searches and so on? ",2015-04-20 05:19:01 UTC,,3
4508811,825114b7-b321-45e2-b022-9735fd2557df,4508723,1.3,1,3,"Perhaps what is meant is that some countries focus on what happened, eg the past. They look back; ""Who beat Real Madrid in 2009?"" rather than ""Who will Barcelona play in 2011?""
A future oriented society places less importance on what happened, and more on potential events.
But I am not too sure. Is it a search within a question, or just the words ""2009"" and ""2011""?",2015-04-20 05:22:39 UTC,,1
4509386,2d6673e1-748a-45c9-9bae-430e05945623,,1.1,1,1,Interesting stuff...,2015-04-20 06:20:34 UTC,,1
4509395,0ee5856a-e15f-4b02-b97b-e8bb13ef4577,4508361,1.3,1,3,"As i see things we are tested everywhere and every time, but i dont think the thing is to track individual's search history or interests, just to get the main picture, so i dont think there is an ethics issue here",2015-04-20 06:21:38 UTC,,0
4509456,d7d4c593-2ddf-4c52-8453-016b390b4af9,,1.2,1,2,I am looking forward to doing the course. ,2015-04-20 06:26:16 UTC,,0
4509540,90f362d9-7c2b-41ec-ac9c-be0a5f01461d,,1.3,1,3,Very interesting but what do we do with this conclusion I.e what is the point or value of this other than of course a good introduction to this course!,2015-04-20 06:32:57 UTC,,2
4509554,81670638-8b97-4e29-a029-a1254a1c076d,,1.2,1,2,"Someone, give me a clear answer - can i receive free certificate? I don't worry about printed certificate, i want certificate like on coursera. Sorry for my English, i'm not native speaker.",2015-04-20 06:34:12 UTC,,0
4509582,7d016173-457b-44c8-8c15-15f64edca63a,4509554,1.2,1,2,You have to purchase the certificate. It isn't free,2015-04-20 06:36:42 UTC,,0
4509595,eec0018a-67ca-4ad0-9f3e-319b5f46ead3,,1.5,1,5,"Advertisers and sellers of goods would use the data to structure the 'feel' of an advert. Australia Sweeden for instance might have positive forward thinking advertising, where as India might have more melancholy adverts.",2015-04-20 06:37:51 UTC,,1
4509673,81670638-8b97-4e29-a029-a1254a1c076d,4509554,1.2,1,2,"Thanks for your answer, Jafar! Certificate it's not so neccesarry, but only if course would be interesting and helpful",2015-04-20 06:43:37 UTC,,0
4509741,825114b7-b321-45e2-b022-9735fd2557df,,1.4,1,4,"On a linguistic note about cultures and time, I have often thought about the English phrase ""New Year's Eve"" which refers to the evening before the future 1st of January and the calendar change, and Spanish ""Fin de año"" which refers to the last day of the year. One looks forward, the other looks back. One reflects, one moves on. ",2015-04-20 06:49:16 UTC,,11
4509755,e0f021a4-92f5-4797-bec2-4131aa79cb58,,1.1,1,1,Great! Any Chinese students here? We should establish a QQ Group to talk about this course. ,2015-04-20 06:50:06 UTC,,2
4509790,f93b8b9d-dda8-4883-b3e2-5238c5160006,,1.5,1,5,"It could be used to identify changes in patterns of diseases (epidemics) with searches people are doing about signs and symptoms, treatments,...",2015-04-20 06:52:54 UTC,,5
4509810,3ec60ac1-5871-4411-936b-b9e28f6e0e8c,4508723,1.3,1,3,"I was wondering about the same thing but I think the article linked suggests that the study is based on the search terms ""2011"" and ""2009"" rather than references to those years in search queries. 
Another question is whether the fact that the most popular search engine in a country may or may not be Google influences the outcomes of such a research.  It is common knowledge that Google is the most popular search engine in almost all countries, still significant amounts of search queries in countries like Russia for example use other search engines and those queries are overlooked in this study. Is the share of those alternative search engines too small to consider them and would or not a similar research on them lead to different results?",2015-04-20 06:54:12 UTC,,4
4509833,0b7e9e45-2129-484d-809b-03f12a09e01a,,1.3,1,3,"what about a less developed country with large population of netizen, while a much developed country with limit amout of people accessing the internet? what about a country with massive netizen had a special event in a certain year?",2015-04-20 06:55:38 UTC,,0
4509841,61e0accb-b389-4ba4-92cc-7211557c3d09,,1.5,1,5,"Shopping, culture(defined broadly), political preferences, health, information sources, holiday intentions.  Combinations of these and searches compared to actions can all enrich data ",2015-04-20 06:56:06 UTC,,2
4509930,509e0d27-8a8e-4e9e-95b1-67ceeed220a4,4509755,1.1,1,1,"hi I am ,taking this course",2015-04-20 07:02:07 UTC,,2
4509942,0ee5856a-e15f-4b02-b97b-e8bb13ef4577,,1.5,1,5,"With the use of these data we can become better aware of what people are concerned with nowadays, and using the information obtained we might see the way for people in developing countries to find a way to alter their way of thinking tergeting to a better future.",2015-04-20 07:03:04 UTC,,2
4510005,0ed44b8f-9964-4e44-975f-b5fe4cd74e3b,,1.3,1,3,"Interesting stuff, but so many variables. For example age structure of population, mobile vs fixed interest access as well as economic factors. So far for me - interesting data but is there cause and effect that can be quantified and if so, why might it be useful, and to whom?",2015-04-20 07:07:44 UTC,,0
4510006,be42abd8-3f98-4a45-801a-240d8c6c917e,,1.5,1,5,"In China, I am not able to use it. And i feel sorry.",2015-04-20 07:07:44 UTC,,1
4510042,ab9690bc-9946-4694-a0d2-ca015873240f,4506868,1.1,1,1,"yes, and these additions are very regular! Try to copy big part of the text and you will see:

1 line of the original text normal - 1 line odd,
than 
1 line normal -2 lines odd...

it is sertainly a secret code to dispose us to study Big Date!",2015-04-20 07:10:20 UTC,,2
4510071,bb8bfd50-00a0-4f36-824d-0c442dceb29e,,1.3,1,3,"This was an elementary but a very interesting example. We could see the tendancy easily.
I am waiting for knowing how to get these numbers ! and how to go further with them
",2015-04-20 07:11:42 UTC,,0
4510078,07667082-ae2e-43d3-906d-5ab09915b70a,,1.3,1,3,Anyone else doing this course from New Zealand? I'm missing seeing us on the map but I guess it is because our population is not big enough.,2015-04-20 07:12:00 UTC,,3
4510120,6e30480e-7e0d-4bd5-a6ba-c2e3b4aedd58,,1.1,1,1,interesting. i'm excited about the tools.,2015-04-20 07:14:41 UTC,,2
4510129,3ec60ac1-5871-4411-936b-b9e28f6e0e8c,,1.5,1,5,"I think researches on big data and social networks in particular can have a variety of implementations in various sectors, mostly focusing on analysing data from the past to gain a better understanding of how and why certain decisions are made but the ultimate goal remains the ability to predict the future based on current or past data analysis.Those implementations ,from data analysis that would enable the scientists to predict and prevent a decease from spreading to  commercializing data to favor companies and increase profit can be very beneficial to the either companies or the  society as a whole. ",2015-04-20 07:15:25 UTC,,1
4510155,91f39668-189a-444f-b977-3ff66c02da15,4508773,1.3,1,3,"Here is my opinion. As we can see, the data generated every second is so enormous that it's very hard for someone to track down the imformation which is generated by a particular individual. When the cost of finding someone's track outweighs the expectation of the outcome we might gain from the digging, it becomes a question of whether it's worthy, rather than a question of whether it's possible.
BTW, I'm trying my best to express my idea but there might be some mistakes in expression because I'm not a native speaker of English. ",2015-04-20 07:17:27 UTC,,1
4510183,e0f021a4-92f5-4797-bec2-4131aa79cb58,4509755,1.1,1,1,Nice to meet you here! ,2015-04-20 07:19:45 UTC,,1
4510205,08109691-5985-450a-a192-ccc1544f44be,,1.10,1,10,thanks for the download links,2015-04-20 07:21:11 UTC,,0
4510236,df503a48-3fbc-4edf-9e77-33497d411f06,4510006,1.5,1,5,It would be interesting though to do the same research using different search engines such as Baidu.,2015-04-20 07:22:42 UTC,,0
4510265,eec0018a-67ca-4ad0-9f3e-319b5f46ead3,,1.8,1,8,Just google 'Google location history' to have another example of how this data is already being used. This data could be used to time traffic signals.,2015-04-20 07:23:59 UTC,,2
4510269,8a4bfa36-f7cd-4a05-95ce-ad95dcd589ad,,1.3,1,3,"Interesting and intriguing. There must be more than two potential hypotheses to test, not that I can formulate one at the moment. The Nature article adds a bit more flesh to the video.",2015-04-20 07:24:12 UTC,,0
4510306,da6b7cc0-f6a4-44cf-8cd1-6f0dd01338cb,,1.1,1,1,"Thought I'd take a few moments to introduce myself. I live in the UK. Over the past 15 months, I've taken a number of MOOCS, on a range of subjects, including a number on Data Analysis/Statistics.  This is a little different to the data courses I've taken previously, and I'm looking forward to learning something new. Paul",2015-04-20 07:26:10 UTC,,3
4510307,ab9690bc-9946-4694-a0d2-ca015873240f,,1.2,1,2,"Certificates could be free or not free, but  in the 21th century they have to be DIGITAL (optionally)!!! 
and interested party should be provided with information, wether this person really was upon the time your student and had completed the particular course. 
Students from Russia or Zimbabwe don't have the possibility to get a printed certificate not because of  lack of money (or not only because of this mournful ground as the case may be), but because of custom house, politics and so one. ",2015-04-20 07:26:25 UTC,,5
4510385,8a4bfa36-f7cd-4a05-95ce-ad95dcd589ad,,1.5,1,5,"I'm sure that analysing Google data can be useful to businesses, politicians etc. But isn't there a need to understand the demographic of those who are doing the searching - how can that be teased out, if at all, from a large anonymised data base? ",2015-04-20 07:31:35 UTC,,27
4510403,0c2a4741-03a8-46aa-82ac-bdd62a8fad23,,1.1,1,1,Interesting but main difference between sociological groups and big data collection is surely that the first group give permission for their data to be accessed!,2015-04-20 07:32:31 UTC,,0
4510454,b8c335f4-cfe0-483f-9b7f-ef5901de3860,,1.1,1,1,"Good to be here, looking forward to the course. Just to say thank you already for the pre-course materials. The Ted talk by Luis von Ahn was fascinating. ",2015-04-20 07:35:32 UTC,,2
4510472,f4c78465-7837-4ff1-b30f-c97a86ab7f4a,,1.5,1,5,"Analysis of big data and use of diverse social networks might be done at different levels depending on the aim of research.  It is a huge area, therefore selection of data could be requiered. Interestingly, analysis of the queries all-around the world might be used in the near future in order to respond to the majorities' demands. Besides we can notice a kind of control of the way of thinking at long-term.",2015-04-20 07:36:56 UTC,,1
4510473,f35cb7e7-a74e-4796-b590-6d332973bd34,,1.1,1,1,I have just completed a course in community journalism. Hope this course will be exciting too.,2015-04-20 07:37:02 UTC,,0
4510492,a6e4abd6-534b-4458-b4a8-b413c58a52d3,,1.1,1,1,"yes its really excited to be part of the course, looking forward to it.",2015-04-20 07:37:58 UTC,,0
4510504,1be64602-e434-46e3-a1c5-6a6e2ba117bc,,1.4,1,4,"The paper states ""Analysis of such ‘‘big data’’ opens up
new opportunities for a more precise and extensive quantification of real world social phenomena that was difficult to attain using complicated and expensive surveys and laboratory experiments alone."" From a positivist point of view this makes sense, but how do you explain the relation without interpreting it from a ""Western"" world view? Looking back to the last year is not necessarily a negative view. While I believe that such data is intriguing it still has to be interpreted with regards to culture, language and socio-economic factors in order to get a ""real"" insight. Correlation is not causalisation. ",2015-04-20 07:38:14 UTC,,20
4510567,1be64602-e434-46e3-a1c5-6a6e2ba117bc,4509741,1.4,1,4,"I think that is a too simplistic view as language, religion and cultures differ, sometimes even from one European country to the next. The Germans call ""New Year's Eve"" ""Sylvester"". Are they, in your view, now stuck in between looking back and moving on?",2015-04-20 07:42:31 UTC,,2
4510590,9f114ce0-9a24-404e-925d-4285af671da1,,1.9,1,9,Fantastic. Surprised to see at available information.,2015-04-20 07:43:31 UTC,,1
4510616,91f39668-189a-444f-b977-3ff66c02da15,4510006,1.5,1,5,"In fact, there is still something interesting we can get from Bigengine of Baidu. Even it's so incovenient compared with Google :  )",2015-04-20 07:44:58 UTC,,0
4510640,f35cb7e7-a74e-4796-b590-6d332973bd34,,1.2,1,2,Certificate look good in my CV. Wish all my co-student all the best.,2015-04-20 07:46:14 UTC,,7
4510713,8abb8e6f-a45e-4613-8412-6581fa8cb1bd,,1.2,1,2,I would like to learn how we can use big data analysis is public health intervention programmes,2015-04-20 07:50:07 UTC,,0
4510734,ef0f2729-3314-4521-a64f-eeb58f6b6551,,1.3,1,3,"Most interesting. I have tried to analyse my personal search habits and I am definitely 90% RED.
Of course as an 80 year old widower living as an expatriate in a small Spanish rural village and with no family in the UK or Europe and the owner of 2500 non-fiction books ,mostly History  this is not surprising. Yet I study via FutureLearn Remote Warfare, Fracking  and read online several newspapers each day. For example if there are problems in the News from the Middle East I read the Daily Star from Beirut, check AlJazeera then a couple of UK papers followed by BBC4.
 My life long habit of trying to learn 3 new things each day has been vastly enhanced in the last several years of data provided by Google but the suspicious content of some Wikipedia articles worries me at the thought that kids may treat this source as an encyclopedia.
 It will be no surprise to other students to know that I will; never use Twitter or Facebook.
Gossip is not a substitute for facts.",2015-04-20 07:50:45 UTC,,13
4510821,a9f80299-1155-40b7-9e43-dffebe58bebe,,1.1,1,1,"What is up, fellow data enthusiasts! I've cruised the Futurelearn site regularly for interesting topics to supplement my education, and analysing massive data sets is something very commonly needed in automation and optimisation of large industrial facilities. 

So I figured this would come in handy with my ongoing quest for a job. Decision made quite a bit easier because of the fact that I'm interested in the analytical side to begin with.

Looking forward to my first dive into the matters. ",2015-04-20 07:55:57 UTC,,1
4510906,94154d04-c5c1-4712-850c-69e48655aa3d,,1.1,1,1,I look forward to learning the tool. ,2015-04-20 08:00:46 UTC,,2
4510932,399fc174-2d86-4ddc-ac76-dfd02db91ff7,4506868,1.1,1,1,Using Foxit Reader (freeware pdf reader). I can download pdf and highlight/annotate it/add comments. But a simple copy&paste off the main web screen does generate chunks of weird text.,2015-04-20 08:01:50 UTC,,1
4510947,ab9690bc-9946-4694-a0d2-ca015873240f,4508723,1.3,1,3,I am sure that Chinese people don't like Google very much! But what is the world without Chine today?,2015-04-20 08:02:24 UTC,,0
4510954,8abb8e6f-a45e-4613-8412-6581fa8cb1bd,,1.3,1,3,"well it may be interesting to see what this same investigation would show if you would have taken 1999 (towords 1998 and 2000) and 2014 (towards 2013 and 2015) in comparison with this study.
(although, now  I think of it including the millenium year would provide an extra bias...)",2015-04-20 08:02:51 UTC,,3
4511017,869ceb7e-575e-4a17-800b-c4aa0532299d,,1.5,1,5,Its difficult to make any sensible comment on what might be done with the data without first knowing what the fields are in each Google search log - ie what information is logged about each search. Are these search logs publicly available?,2015-04-20 08:06:23 UTC,,2
4511068,a177139b-bbfe-48a5-a222-a7083c760048,,1.5,1,5,"Could it be used to predict future hits, building on trend analysis?
",2015-04-20 08:10:01 UTC,,4
4511084,ef0f2729-3314-4521-a64f-eeb58f6b6551,,1.4,1,4,"I taught MBA and MSc students for 5 years in the Management faculty of METU in Turkey -from 1973 to `1977. There were few University places and only 8% of school leavers got a University place-thus I taught the cream.When I arrived the students put punch cards into a slot in the wall of the Computer department and a week later received, typically,  a printout saying 'Syntax error 103'( this for may hours of writing a programme in Fortran! I obtained a mini-computer, taught them BASIC and they started to realise that computers could be used outside a Bank -or Computer department.
 Today it is probable that every student at METU has a hand held gadget with many times the  capability of those days and with many,many times the data AND information at beck and click.
 The application to Social Sciences as shown in the paper is one example. How lucky you University students are. you have tools and teachers who can use them for lateral thinking.
 There is hope in my 80 year old mind that the future may yet be well handled by today's youth.
 ",2015-04-20 08:11:21 UTC,,5
4511089,27d9cf50-1cab-4c3e-94b6-8a8b1c9530f2,,1.4,1,4,"An interesting read, this has certainly increased my interest in this course",2015-04-20 08:11:34 UTC,,1
4511095,8abb8e6f-a45e-4613-8412-6581fa8cb1bd,4510504,1.4,1,4,"I agree with your last statement. 0,78 is not a strong correlation either I could also suspect that would be  a similar correlation with average length of the population?",2015-04-20 08:11:59 UTC,,2
4511121,ab9690bc-9946-4694-a0d2-ca015873240f,,1.3,1,3,"I cite: ""
Hypothesis number one, there might indeed be a relationship to which extent people are engaging with future and past and how economically well a country is doing""
.Japan is blue at your mape. Was it really doing well? Do  you  find this nation future-rushing? 
So....  it exists some art of correlation between... with probability 80% we can say.... (I am a chemist, 80% is not enough in chemistry :)  

BUT I am sure that this is only an example - from Internet-searching-date to conclusion about economics and politics. So the criticism is not in its place.

And the question. THE USA seem to be completely excluded from your study. Why?",2015-04-20 08:13:27 UTC,,1
4511134,ac923796-023e-4a16-9bf3-d86072bfc06f,,1.3,1,3,Is it possible to have the raw data used for the graph? I would be interested in calculating the actual correlation coefficient. Also was the line drawn by computer or by eye? It looked as though it should be slightly more vertical or is that just me?,2015-04-20 08:14:14 UTC,,3
4511180,8abb8e6f-a45e-4613-8412-6581fa8cb1bd,,1.5,1,5,"As in all research, the power lies the ability  in simplyfying your question; maybe- the bigger the data- the more necessary this will be",2015-04-20 08:16:32 UTC,,3
4511221,91f39668-189a-444f-b977-3ff66c02da15,,1.10,1,10,Thanks for the download links.,2015-04-20 08:18:37 UTC,,0
4511279,78c36a77-c1ed-42de-a6f9-20b76bf5663b,,1.5,1,5,"It would be interesting to do sentiment analysis based around the keywords ""BIG PHARMA"" as this could bring insight into who, when and where defends pharmaceutical companies or cries conspiracy. It would be interesting to compare that with ""moon landing"" and 911",2015-04-20 08:21:11 UTC,,0
4511310,bb8bfd50-00a0-4f36-824d-0c442dceb29e,,1.9,1,9,Thank you very much. I am very happy to discover these possibilities. ,2015-04-20 08:22:56 UTC,,0
4511324,826694ca-a3a7-493e-bf6c-df76ed5722d5,,1.6,1,6,Definitely worth watching the whole interview on youtube - I wonder why it was shortened at all??,2015-04-20 08:23:27 UTC,,15
4511373,5641b83e-baf8-4a8b-b49c-0aab01966a4c,,1.5,1,5,It would be interesting to predict fashion colour trends using the how often colours are searched for and analysing photo searches,2015-04-20 08:26:02 UTC,,4
4511510,1d7e8f48-f52f-45db-a03b-9a2dcb6e051d,,1.1,1,1,"I'm studying psychology and trying to acquire any other useful skill to complement my degree. Since psychology is a very diverse field, I find really necessary to learn about other subjects. Actually, some of the most known psychologists in history took ideas and theories from other sciences in order to formulate their own theories. ",2015-04-20 08:33:05 UTC,,3
4511567,6e39c002-5fc8-4c5a-8523-3e535dee8ce1,,1.5,1,5,"social, economic, political differences and tensions amongst countries and their citizens.Eventive way for a great number of companies to make profit. Also useful in science, education and other fields ",2015-04-20 08:36:14 UTC,,1
4511615,0ee5856a-e15f-4b02-b97b-e8bb13ef4577,,1.8,1,8,"If we speak about commuters, then the data can be useful in terms of managing the timetables of trains or buses for example, but as i know there are other ways to do it as well. For companies looking for a location os their new office they can see what categories of people more frwquently attend different areas and then choose the most suitable one. The same story is with cafes, coffee shops and the stuff. The ads on billboard can be carefully chosen targeting those who more often travel on this or that road.",2015-04-20 08:38:22 UTC,,1
4511680,e364634f-bba9-4cd7-a581-e50ee8262b8f,4511134,1.3,1,3,My guess is that they got the data from Google Analytics or a related google service. Then they feed that data into an OLAP maybe SAS GRAPH or something similar and search for correlations.,2015-04-20 08:41:34 UTC,,2
4511709,e364634f-bba9-4cd7-a581-e50ee8262b8f,4511121,1.3,1,3,"Like you say it is only a correlation they talk about and not a causation.

That question about the USA being excluded popped into my head as well. +1",2015-04-20 08:42:58 UTC,,1
4511775,fdb7ddd9-547e-49e3-afba-6e939dcf5868,,1.2,1,2,As I am Performance Manager in a shipping company will be interesting to find out the way to interpret data from ships,2015-04-20 08:45:45 UTC,,3
4511799,4fa6bb04-8348-47b7-8f11-0230a75f34eb,4508723,1.3,1,3,"We're going to have to guess a bit, aren't we, about why people tend to behave in this way. Perhaps in more economically difficult circumstances people tend to be looking to explain why things are as they are, perhaps to devise ways out of it. In prosperous areas, people might be more inclined to look for opportunities, for new products coming onto the market, or planning for their retirement.?",2015-04-20 08:46:36 UTC,,1
4511803,e364634f-bba9-4cd7-a581-e50ee8262b8f,4510734,1.3,1,3,"I like what you are saying here. And really great to here that you are still working on your goal :)
But you really should tryout Twitter or something like that, while it is not about facts it allows you to get in contact with people who might be interested in the same things as you are and you would definitely learn something new about human behaviour :)",2015-04-20 08:46:40 UTC,,1
4511824,0667fb19-a7c6-43ac-8d9f-168ace97ddb1,,1.1,1,1,"Hi Everyone!
I , apparently like much of you, am very much looking forward to taking this course. I have taken none like it, so this should be an interesting new experience. Thank you to Suzy Moat and Tobias Preis for delivering this course. ",2015-04-20 08:47:28 UTC,,2
4511928,5641b83e-baf8-4a8b-b49c-0aab01966a4c,,1.8,1,8,You mobile phone is generating a wealth of data as you commute to work even if you don't use it. For instance it registers with each mobile radio transmitter that you pass on your way to work. This data can help cities better plan their transport systems.,2015-04-20 08:52:05 UTC,,0
4511936,8a2e6120-8a00-4447-8b76-bd06a57e4ab5,4510006,1.5,1,5,Are you not able to use Google or just Google trends? Not having the data from vast countries such as China is unfortunate.,2015-04-20 08:52:17 UTC,,1
4511969,85205600-5196-4937-b657-79c9c7b7b2c2,,1.1,1,1,"Looking forward to the course too.  Sounds a bit daunting, but I'm optimistic I'll cope.  This programming language better be simple!",2015-04-20 08:53:38 UTC,,2
4512017,4fa6bb04-8348-47b7-8f11-0230a75f34eb,,1.5,1,5,"Perhaps we can find out what people are interested in, and what they are not, for example to inform marketing activities or policies. I wonder whether it is possible to find out what people are becoming interested in - new search terms or emerging trends?",2015-04-20 08:55:46 UTC,,1
4512036,6e39c002-5fc8-4c5a-8523-3e535dee8ce1,,1.8,1,8,to my point of view is the best way to save time to be more productive at work and also keep in touch with friends. ,2015-04-20 08:56:26 UTC,,0
4512059,ef0f2729-3314-4521-a64f-eeb58f6b6551,,2.3,2,3,"I wonder how many Civil servants and Number 10 Downing Street advisers have  signed on to this, or completed any course in the subject. trends.google.com  could not tell me what percentage of the named groups had continued their studies beyond their appointment.
 Would their involvement or interest in Big Data help or hinder the future development of the UK as it's world wide influence declines?",2015-04-20 08:57:08 UTC,,1
