id,author_id,parent_id,step,week_number,step_number,text,timestamp,moderated,likes
8743571,dcf3345a-5a96-4196-a11f-166ae93fa02f,,1.2,1,2,"Read it earlier, thanks for sending it to pique my curiosity.  Frequently in the past I have found myself embracing more than one reaction to events, sometimes alternating between a few the longer I tried to sort out what I really thought. Hope to hear more about that part.",2015-11-09 01:52:55 UTC,,3
8743633,b92b1383-1b67-4936-a2f5-3f6cb0b438cb,8743571,1.2,1,2,Me too. ,2015-11-09 01:57:42 UTC,,1
8743649,a1a7bff8-9e97-44ee-b613-7d93e3f13570,,1.2,1,2,"Very interesting read. Makes me think about possible correlation with deep meditation, in which we find the true, innate nature of mind.. that of peace... a calm surface of a lake... and that our thoughts, are merely a mirages. ",2015-11-09 01:59:07 UTC,,2
8743677,133b1602-5a01-4dc9-a2c7-2d6686442fc2,,1.2,1,2,This is getting interesting.,2015-11-09 02:01:21 UTC,,1
8743682,b92b1383-1b67-4936-a2f5-3f6cb0b438cb,8743571,1.2,1,2,I find this topic very interesting and I have also cleared up a few questions of my own.,2015-11-09 02:01:47 UTC,,1
8743752,dcf3345a-5a96-4196-a11f-166ae93fa02f,,1.3,1,3,"How are these almost-instanously chosen reactions affected by ingrained personal characteristics such as altruism/self interest, wide reading on a subject/never heard of it before, preference for fast cars/leisurely walks, etc?",2015-11-09 02:09:16 UTC,,1
8743787,b92b1383-1b67-4936-a2f5-3f6cb0b438cb,8742666,1.4,1,4,"That has been my main question about the idea I had. It has always seemed that the higher the level, 1, 2, 3, the quieter the though is. I feel like the third level that I had thought of was more of an action oriented thought which therefore made me change my environment to then let the other levels of thinking be more affective. So the idea is that if I have to perfect environment for the third level (3) then that level goes away because there is nothing to asses leaving more room for the first two levels to think. So the more comfortable your environment is and the more comfortable your are with your idea of the situation the better you are able to answer and give insight on the question being asked. ",2015-11-09 02:12:16 UTC,,0
8743917,bdbef8d5-9184-449e-90a2-b39ee96c1518,,1.2,1,2,"This seems very unlikely to me. I am doing the course because it jars so much with my training and experience, and I want to find out what evidence there is for this alternative reading. 
Some thoughts - Surely our past experiences are drawn on each moment to interpret the present situation, and therefore influence it? It is reasonable that these responses are then encoded as memories too, and a composite picture gets built up over time, of responses to similar situations. The sum of these form our beliefs and values, which reflect our world view and our place in that perceived world. 
I currently believe that we do have depth - regularities in our repsonses - based on our past and on the sum of our historical choices. Surely our genetic potential, as modified by our epigenetic history, provides some regularity and ongoing predictability?

I look forward to having these beliefs questioned. and challenged.",2015-11-09 02:23:55 UTC,,11
8743932,3e912a23-d7f2-4263-9c9c-dc4432697708,8743085,1.3,1,3,"I might be worng buit from what i understand, we ourselves are the judge basing our judgements on all the experiences of previous cases we have tried before.",2015-11-09 02:25:33 UTC,,1
8743950,56becd90-2028-4c78-9745-6d12b1b1bd7b,,1.5,1,5,Well I'm some what of a know it all so when kids ask me questions I have answers at list some of the time. lol ,2015-11-09 02:26:53 UTC,,1
8743970,39873c85-5bd3-4bb2-9530-5d732efcb72c,,1.2,1,2,Our minds are very creative at filling in missing information to make sense of what we do not understand or have all the answers for. Focusing on true facts instead of what our mind fills the gaps with can help break the surface of one actions. Allow us to better understand their perception.,2015-11-09 02:29:04 UTC,,1
8744045,d7e31d27-b039-403c-9567-d220dc5fc34d,,1.3,1,3,"This mind, complex & mysterious (is it really ?)  or inner & hidden (where?)
subsists in ""material"" world ?.

Hence, are they (minds)  ultimately compose, of atoms and Higgs bosons (fields) & perhaps, further discoveries?

If your purported ""mind""  is not of the nature of ""matter"" of this ""world"", what other world(s) exists that have ontologic reality (be-ing).

Why don't we just admit, there is another ontologic dimension,  where the ""mind""  exists in reality. 

Avicenna (ibn Sina) & definitely Algazel (al-Ghazaly) simply but cogently start by DE-MYSTIFYING the human beings.

Human beings have body & soul, a position also adopted (paradigmatically) by Pre-Cartesian  Western scholars. 

What's wrong with asserting, the Soul exists as an Axiom, First Principles, Atomic Statement  or whatever, philosophers or epistemologists use of words.

There is certainly, a Theory of Human Faculty derived from the Reality of Soul, or Being, not that it is separate from  ""matter"".

In the material world of which the ""physical human being"" exists (as composing of atoms & Higgs bosons), the Soul is the CONSCIOUSNESS to seeing, hearing, smelling, tasting & sensing thru' the eyes, ears, nose, tongue & sensory.
",2015-11-09 02:35:31 UTC,,0
8744054,98c22774-36b9-446d-a4b6-2da5a519589c,,1.1,1,1,I am looking forward to learning more. Mental depth is most likely an illusion if you mean that the mind is clearly different from what we may believe it to be .,2015-11-09 02:36:33 UTC,,0
8744094,dcf3345a-5a96-4196-a11f-166ae93fa02f,,1.4,1,4,"As it happens I am the terror of my politically inclined friends because I am absolutely adamant about at least one thing. Is this because I'm stubborn or ignorant or closed-minded? Or are there in fact a few things tacking down some bare facts that are so much a part of me that I couldn't say opposite to save myself? Things as meaningless but as truly felt as that my mother made the best-ever-seen-or-tasted apple pie, for example. In other words is everything borrowed from the past or my mind so flat that I always am making my life up as I go along? Oh this IS fun!",2015-11-09 02:41:19 UTC,,2
8744164,98c22774-36b9-446d-a4b6-2da5a519589c,,1.2,1,2,The surface is all there is? Are you saying humans are simply stimulus response? ,2015-11-09 02:48:27 UTC,,1
8744213,e77a3427-6551-4311-aece-21db45758db3,,1.2,1,2,"Ironically enough, this concept will likely be very difficult for many to accept due to the very same concept that is being presented. It has been found time and again that our perceptions of ourselves are deeply flawed, that we think of ourselves as better, kinder, more deserving people than we actually are based on our real-world actions. A person who repeats the mantra of ""I'm trying"" or ""I care"" will genuinely feel as though they are making an effort, though they may not have taken any real actions, and the person who constantly visualizes success is less likely to actually achieve success because they already feel successful. Very interesting topic.",2015-11-09 02:53:10 UTC,,26
8744239,98c22774-36b9-446d-a4b6-2da5a519589c,,1.3,1,3,Sounds as if you are advocating living in the moment. That would mean that there is no looking back at the past or reflecting on previous similar interactions. It would also mean that there is no foreseeing of consequence. One would behave as if each moment was a first time. In actuality each first time is influenced by prior experience and schema.,2015-11-09 02:55:39 UTC,,1
8744378,3e630c24-4be5-4c6f-a258-907af8ded378,,1.1,1,1,This is my first on-line class in anything. I will follow the lead of others because I don't know what to expect. ,2015-11-09 03:06:19 UTC,,2
8744414,c2c432a4-673e-48b7-a6bc-e532e27b0177,,1.1,1,1,"I am preparing for ilets, then,find the topic Flat Mind, which is  realy atracking. ",2015-11-09 03:10:52 UTC,,3
8744525,5510d2e3-db0f-4693-8f5b-1ebcaede5734,,1.2,1,2,"As a writer, it is interesting that often I find my characters doing or saying things that I don't feel like I have planned; as if they are, in fact, writing their own story. It is probable that the characters' motivation comes from some unconscious thoughts or experiences of my own, but often someone else reading something I have written will ascribe quite different motivations or subtext to what I have intended. Often we don't entirely know our own motivation(s) for our actions either, at least not consciously. So in that sense we are writing our own stories, blindly, with no plot line planned at all. :)",2015-11-09 03:20:54 UTC,,13
8744589,5510d2e3-db0f-4693-8f5b-1ebcaede5734,,1.3,1,3,"Improvisers take on a character different from themselves (at least a little), so in making choices in an improvisation, need to fight against some of their personal instincts and think ""How would my character react in this situation?"" It would be an interesting exercise in self-analysis to stop and think ""How is my character [me] reacting in this situation, and why?""",2015-11-09 03:26:38 UTC,,2
8744592,98c22774-36b9-446d-a4b6-2da5a519589c,,1.4,1,4,A rainbow is not a physical thing by itself. When you see a rainbow you are looking at sunlight that has been reflected and refracted by raindrops. It has no depth. The mind is neither a physical thing. However it is infinite and complex. ,2015-11-09 03:26:55 UTC,,4
8744636,5510d2e3-db0f-4693-8f5b-1ebcaede5734,8744213,1.2,1,2,"Similar to the way a lot more than 50% of the population consider themselves to be ""above average"" drivers. ",2015-11-09 03:30:35 UTC,,8
8744654,d7e31d27-b039-403c-9567-d220dc5fc34d,,1.3,1,3,"A ""Flat Mind"", is it like that of a ""Flat Earth"" ?  conveniently , easier to see as latitudes, longitudes are created.

But then, we may not have the light of the Sun, or darkness of the Moon, to tell us which is before, present and after (precendents & decisions-actions & consequences )

What happens when we come to edges?

A spherical earth orbiting the Sun together with other planetary bodies in celestial motions, is part & parcel of the dynamics of the Real Earth.

Likewise, the  ""mind"" ought to be studied in its DYNAMIC State, including its complexity, which can be unravelled.

As it is, the picture caption, tells us, the mind is somewhere in the Dark Recesses of the Brain (could be Dark Matter),  simply couple to ""artfices"" to to demonstrate  cause-effect manifestations.

",2015-11-09 03:32:03 UTC,,2
8744657,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.1,1,1,Loving the technology so far ...,2015-11-09 03:32:22 UTC,,2
8744708,b92b1383-1b67-4936-a2f5-3f6cb0b438cb,,1.14,1,14,"I have not done experiments like these ones before but I enjoyed them quite a lot and I found it interesting how some times you would find the differences within 3 seconds and other is would take up to a minute. I did find it took me longer to recognize the changes in color for things than it was if a whole person or object was added to the picture. 

I really enjoyed the interview with Rory Sutherland. I found his views and analogies to be very relatable and I was able to take in a lot from listening. 

I do believe after this first week that the mind is an improvisor for the most part that I can see. I of course believe that we obtain knowledge through experiences and that greatly effects our ability to make a decision but I think that when it comes to making quick decisions such as, ""what headphones do I want to buy?"" or ""What color do I want this item to be?"", we often base this off of other people and past choses we have made. I often notice when a teacher asked a question that's answer is an opinion and can change with everyone it often takes a long time to answer and you notice there is pressure to give an agreeable answer so as not to be disliked by the group or to fit in. ",2015-11-09 03:37:30 UTC,,1
8744747,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.3,1,3,"We’re either copying ourselves or we’re copying other people, but not copying in a blind way. We’re copying often in a very clever way ... Love it",2015-11-09 03:41:40 UTC,,3
8744762,a03af9c9-ce83-45b0-857b-ee4d155adb7d,8743335,1.1,1,1,"Congratuations,Darren.I have to admire your own life philosophy and your way to overcame the states of depression and anxiety disorder. As a GP I have met a lot of people, who have suffered  from depression, but most of them rely on medication and  do nothing in other to change their  way of life. I suspect, that they enjoy their depression in orther to manipulate with other people around them. Good luck!",2015-11-09 03:42:43 UTC,,5
8744847,98c22774-36b9-446d-a4b6-2da5a519589c,,1.5,1,5,"I am not sure that there are too many of us who are convinced we know everything. I also do not think we want to know everything. I do think however, that we do have expectations about how the worlds should work and if things do not go the way we expected we respond in multiple ways depending on what our immediate needs are. If we want to avoid embarrassment we may improvise to save face, If we need to impress or compete we will improvise in another new way. If we simply do not care then we distort the reality. I think that humans are flexible, lack stability, and in many cases do not view  moment to moment interactions as critically important.  I think that Deep conviction is essential for stable predictable behavior. I think  if something really matters to the individual then  a response is significantly influenced by that perception.",2015-11-09 03:50:57 UTC,,2
8745006,dbe96f40-fb54-464b-835f-847903a01b33,,1.1,1,1," interesting 
good luck for all",2015-11-09 04:04:52 UTC,,1
8745071,63d93412-97f0-488c-96f8-4d95696ebf62,,1.1,1,1,welcome to my educational program,2015-11-09 04:12:01 UTC,,0
8745167,aadcd9be-2e09-44f1-9740-52c8164a40e6,,1.6,1,6,"Our perception is limited by our physiological limitations added to the quality of our attention span thereby making our eyewitness accounts fallible even when we sincerely believe we are describing exactly what we saw?
We don't notice big changes unless we on the watch for them  Is this true of all people or are there some individuals who always notice the big changes?
The people on the bridge in the painting made me realise that impressionist painting relies on our ability to infer what is meant to be there -to fill in the details as it were.",2015-11-09 04:22:20 UTC,,3
8745184,63d93412-97f0-488c-96f8-4d95696ebf62,8744213,1.2,1,2,"Mantra, visualization, and action, are considered as essential in generating success.",2015-11-09 04:24:43 UTC,,1
8745192,98c22774-36b9-446d-a4b6-2da5a519589c,,1.6,1,6,"We can only know about whatever we focus on in the moment. Even so we may not be able to know with 100 percent accuracy. I think our perceptions about the world need to acknowledge change blindness and the possibility that the world as we understand it may require an open mindedness to allow for other possible interpretations. I like hearing about how we attribute emotions to different sources and how emotional arouses can be explained in different ways depending on what we know about the circumstances.
An interesting read can be found at
 http://www.susanblackmore.co.uk/journalism/ns02.htm",2015-11-09 04:25:16 UTC,,0
8745265,63d93412-97f0-488c-96f8-4d95696ebf62,,1.2,1,2,"As a student of Zen, living in South East Asia, I find you comments interesting, and draw an analogy to the Bohr-Rutherford model, what's going on the outside is governed by what is in harmony on the inside. ",2015-11-09 04:31:57 UTC,,3
8745348,c5d43ed0-2009-4d16-b69d-348d89f0b58a,8743335,1.1,1,1,"Depression does not leave any room for enjoyment,  it saps strength of body and mind.",2015-11-09 04:41:37 UTC,,6
8745359,aadcd9be-2e09-44f1-9740-52c8164a40e6,,1.7,1,7,"I am struggling with this perspective. Rather than being a realistic decision making exercise isn't it quite artificial like the difference between plants in a greenhouse and plants outdoors?
As for using trickery on the candidates for a study. The fact that no one said hang on a bit this is not the picture I chose or these were not the views I put forward suggests one of three possible conclusions to me:the candidates had poor short term memories; the candidates had too much respect for the researchers to assert themselves; or they were not convinced enough of the importance of giving careful and totally honest responses for the sake of effective research.
To say this proves people make up answers on the spot on a regular basis and that is the way we all operate all the time seems a big leap to me.",2015-11-09 04:42:17 UTC,,21
8745366,63d93412-97f0-488c-96f8-4d95696ebf62,8744045,1.3,1,3,Thought is matter?   ..... oops !,2015-11-09 04:43:00 UTC,,0
8745428,aadcd9be-2e09-44f1-9740-52c8164a40e6,,1.8,1,8,"This I can grasp-the group mentality, follow the crowd type of logic; but again does it necessarily follow that this is a universal truth for all brain processes. Do not the people who resist the crowd thinking and realise something is amiss and sell their shares imply that other brains are working differently?",2015-11-09 04:49:14 UTC,,9
8745597,63d93412-97f0-488c-96f8-4d95696ebf62,,1.4,1,4,"Thanks to 'O' Level physics the rainbow theory is well known. But the art/style of presentation of a thought process of it is not. Considering the analogy to the written style of the Font is interesting, as is the enthusiasm and energy from the source that is deemed as knowledgeable. ",2015-11-09 05:06:32 UTC,,1
8745744,b7c2d5da-9e7e-4235-a4ce-6019365aa569,,1.2,1,2,"A friend once told me that, in life, we are constantly writing and rewriting our own scripts. Sometimes, we make major changes or sudden and, seemingly, unexpected changes to our scripts. These scripts might arise from base subconscious feelings, wants and desires like jealousy, anger, fear, despair, boredom, greed.",2015-11-09 05:21:56 UTC,,9
8745814,b7c2d5da-9e7e-4235-a4ce-6019365aa569,,1.3,1,3,"""He doesn't know his own mind"" or ""Have you made up your mind, yet?"" or ""I'm in two minds"".",2015-11-09 05:28:44 UTC,,3
8745938,0f6cbc5a-9113-4335-8c89-b79d6900c23c,,1.1,1,1,A very early 6 'o clock good morning from Brussels. Never been this early for class. All the best. ,2015-11-09 05:41:02 UTC,,7
8745948,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.4,1,4,"The mind is an improviser, unstable like a rainbow and open to suggestions, depending on how arguments are presented. I'm open to accepting this but is that because of the crisp, clean way you have presented your arguments in this E-learning platform? :-)))",2015-11-09 05:42:09 UTC,,4
8745949,b7c2d5da-9e7e-4235-a4ce-6019365aa569,,1.5,1,5,"""Why did you do that?"" Pause, silence, looks down.  ""I don't know"".",2015-11-09 05:42:11 UTC,,12
8745958,d7e31d27-b039-403c-9567-d220dc5fc34d,,1.3,1,3,"Now, proponents of Systems Thinking (soft -see P. Checkland et al) suggests that we do not fall into the pitfall of ""Reductionism"".  

The ""mind"" (or more correctly, the ""reasoning Soul"" ) is the faculty of reasoning of the Soul) where the Soul is an Ontologic Being or Reality (see al Ghazali).

The ""mind"" should not be ""reduced""  to its unnatural parts divorcing itself from the natural association , uncompromising ties to it  wholesome ""wholiness"" (holistic existence), technically, a living be-ing (reality).

Rumi laments about the reeds being cut off and separated from its origins (see -Song of the Reeds). 

Wouldn't  making FLAT what is naturally Dynamic may hide, even pains the ""Mind"" thud, doing great injustice to the poor Soul (reasoning Mind).

Mind you, in the ""mirror"" of the physical being, see what happens, when you attempt to (1) reduce the brain into individual parts  (2) flatten the brain by slicing into microscopic specimens (3) remove the brain from supply of oxygenated blood driven by the lung-heart system and keeping cool & warm by the pairs of kidneys and glands all over the body.

The mind indeed is mind-boggling, sometimes, mindless !



",2015-11-09 05:43:51 UTC,,2
8745959,b4793645-327b-47cb-9d2d-3210fbd58d5e,,1.2,1,2,"Wonderful end for this article: We are fictional characters, in stories of our own invention. We are the main characters of a film rewritten every second by us.",2015-11-09 05:43:52 UTC,,15
8746063,63d93412-97f0-488c-96f8-4d95696ebf62,,1.5,1,5,"The famous quotes From Donald Rumsfeld, 'there are knowns and there are unknowns etc.' springs to mind here, when we consider how we perceive things in life and view in the light of ""experience"". ",2015-11-09 05:52:16 UTC,,2
8746077,b7c2d5da-9e7e-4235-a4ce-6019365aa569,,1.6,1,6,"I am not good at remembering colours unless I make a conscious effort to look and name the colour with the intention of remembering the colour.  I've known that for a long time. I don't usually take note of colours. When I'm asked what colour something was, I say that I don't know. I don't remember. Some people seem to be good at remembering colours. When asked what colour something was, many people can usually say, so it seems to me.",2015-11-09 05:54:23 UTC,,2
8746095,2457527b-c917-4e7a-97fa-f3443ac0afed,8743085,1.3,1,3,Society,2015-11-09 05:55:49 UTC,,0
8746138,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.6,1,6,"We literally make things up as we go along. We have to figure out the emotions of others AND ourselves, and the Schacter adrenalin experiment suggests that psychologists may help us figure out our own emotions incorrectly ... I'm loving the storytelling here. Positively!",2015-11-09 05:59:20 UTC,,4
8746139,7c29badf-e35e-46d3-b5c6-a73d4dd7c468,8745959,1.2,1,2,I too love the ending for this article - it links with some recent conversations that I have had,2015-11-09 05:59:23 UTC,,1
8746183,7c29badf-e35e-46d3-b5c6-a73d4dd7c468,,1.3,1,3,Both an improvisor and a legal system - great thinking for a Monday morning!!! ,2015-11-09 06:02:24 UTC,,3
8746360,aadcd9be-2e09-44f1-9740-52c8164a40e6,,1.11,1,11," In a world in which no one knows the value of anything, a strategy of copying each other and following what we did before may be a source of substantial instability.
Is this the state of our world? To restore stability which is essential for growth and sustainability wouldn't it be wise to aducate people to be able to apprise the true value of something and make a reflection of true value our goal?
What is marketing? It seems to have shifted away from- advertising to convince us we need or desire something; to advertising to create or form a desire for something. Instead of coming after a product launch it seems to come out in advance in an attempt to program us into acceptance ?  ",2015-11-09 06:18:41 UTC,,4
8746477,b7c2d5da-9e7e-4235-a4ce-6019365aa569,,1.6,1,6,"""How do you feel?"" "" I don't know."" ""What do you mean you don't know? Are you devoid of feelings? Are you a sociopath?""",2015-11-09 06:29:24 UTC,,1
8746504,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.5,1,5,"We have an illusion of understanding, creating instant answers to questions but we are just making them up. ""... whether you were paid a lot or a little to get someone else to do it-- what happened afterwards can affect your view. So it turns out that in this experiment, as in many, many others, you infer what you must have experienced based not just on the experience itself, but on things that came later"". Hindsight/confirmation bias - shuffling thoughts into what I know to be true - a very powerful illusion.

This is scary and fun learning adventure all at the same time",2015-11-09 06:31:31 UTC,,3
8746533,7c29badf-e35e-46d3-b5c6-a73d4dd7c468,,1.4,1,4,Interesting - I am not sure I get the jump from the rainbow to the mind - but it has made me think about perspectives - and I agree that our values and view point can shift depending on who we are with and the impact of their persuasion... need to watch the video again me thinks!!,2015-11-09 06:34:10 UTC,,2
8746615,b7c2d5da-9e7e-4235-a4ce-6019365aa569,,1.7,1,7,"I'd really like to go to Bali, but I can't afford it. I don't really want to go to Bournemouth...it's boring. Sigh. I suppose I'd better go to Bournemouth. That's all I can afford. What a boring life!",2015-11-09 06:42:35 UTC,,0
8746624,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.7,1,7,Petter Johannson and Lars Hall CLOSE UP MAGIC experiment shows justification is being made up on the spot. Political trickery ... Here we go again ... making it up as we go along ... Reminds me of the 'YES PRIME MINISTER' Skit. The same thing can be accepted or rejected ... Am I being PRIMED ... Hmmm,2015-11-09 06:43:19 UTC,,0
8746631,af6f0e20-2e43-4693-b658-6fb15a7d0953,8743380,1.5,1,5,"How would you know? How do you know that you aren't inventing the answer in the moment? The answer is you cannot. The fact that you perceive yourself as being rational is just part of the bias. Although not a proper experiment, I would wager that if you wrote down predictions on what would happen before an event, then (after sufficient time had passed) experienced the event and were asked what you thought originally, you would find there were discrepancies between what you wrote down and what you thought you had predicted after the fact. Also known as the narrative bias.",2015-11-09 06:44:17 UTC,,12
8746701,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.8,1,8,Following the herd mentality ,2015-11-09 06:50:40 UTC,,1
8746803,a8f2f06f-c482-4fc4-b470-15a1b86436ac,,1.1,1,1,"Interesting, look forward to the rest of course.",2015-11-09 06:59:15 UTC,,0
8746818,9fd19e8a-f5ec-49e9-a3df-ff69fff21c85,,1.2,1,2,"I'm intrigued. I am working with developing my mindfulness muscles and part of this process is to reflect on our concept of self and whether or not this exists. All we have is the present moment experience, that is our only truth. At times this makes my head cave in a little, and I look forward to reflecting on this further with this course. ",2015-11-09 07:00:08 UTC,,4
8746850,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.9,1,9,"""Perceived value is subjective, relative & leaky"" ~ Rory Sutherland, Ogilvy & Mather. Love the reclined interview position Mr Sutherland. ""Target markets Vs target moments"" LOVE IT Positively!",2015-11-09 07:02:04 UTC,,0
8746919,7c29badf-e35e-46d3-b5c6-a73d4dd7c468,8746504,1.5,1,5,"Certainly making me think about ""what do I think.."" already I have changed my mind a few times..... ",2015-11-09 07:07:26 UTC,,2
8747093,66c501b7-25a3-4e25-b5ca-108b90b25b9a,8743970,1.2,1,2,"But what are true facts? Also, I think it is extremely hard not to automatically fill in the gaps. That is what we have been programmed to do.",2015-11-09 07:20:38 UTC,,1
8747238,66c501b7-25a3-4e25-b5ca-108b90b25b9a,8744239,1.3,1,3,"""there is no looking back at the past or reflecting on previous similar interactions""""
I understood the opposite, just that you might be reflecting sub-consciously.",2015-11-09 07:30:47 UTC,,0
8747350,33a0fdf0-4523-47eb-9f85-83604fc06a9c,,1.2,1,2,"It would therefore be more accurate, rather than assuming, to say that what governs people's (character's) motivations, might be better determined if one was to take into consideration the illusionary factors, for example; time, space, hindsight, associations, reflection, and even judgement, all of which need to be conceived by human minds.

An occurrence as tragic, and as visually obvious, and as simple as Anna Karenina throwing herself under a train in Moscow, may have actually been the action of unexplainable forces that are beyond human recognition, and therefore confirming the imprecision of formulating a reason for her motive.  
",2015-11-09 07:37:30 UTC,,3
8747441,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.10,1,10,"Valid points here, although Millward Brown have discovered there are a handful of self report questions that do in fact correlate with sales. ""Decisions often being made on anecdotal evidence"" Indeed!",2015-11-09 07:42:08 UTC,,4
8747564,0344d7b3-82b5-4fd2-8395-4feed1bce092,8745938,1.1,1,1,It is nice from here in Australia.  ,2015-11-09 07:47:54 UTC,,1
8747568,ecb72fa5-db56-4c52-93f7-ad942508caf5,,1.12,1,12,I failed that experiment proving the change blindness point DOH!,2015-11-09 07:48:09 UTC,,6
8747569,0344d7b3-82b5-4fd2-8395-4feed1bce092,8744657,1.1,1,1,"Futurelearn is wonderful I think.
",2015-11-09 07:48:22 UTC,,1
8747582,0344d7b3-82b5-4fd2-8395-4feed1bce092,8744378,1.1,1,1,Some of the courses on FutureLearn have been an absolute delight.  ,2015-11-09 07:48:56 UTC,,2
8747615,0344d7b3-82b5-4fd2-8395-4feed1bce092,8743335,1.1,1,1,"I was only this week with my daughter at the hospital as she was having trouble breathing, it is a shame she doesn't have your knowledge, I am sad seeing her taking the traditional route.  ",2015-11-09 07:50:54 UTC,,2
8747725,f81c7a8a-31b0-40dd-a9ab-4234ba97da67,,1.2,1,2,"Interesting ideas. Surely, if depth is an illusion then by logical extension so is surface. What that leaves is a metaphor and our ability to generate metaphors, which relates to our ability to use language ( or, some might say, its ability to use us). ",2015-11-09 07:57:55 UTC,,5
8747746,0344d7b3-82b5-4fd2-8395-4feed1bce092,8746818,1.2,1,2,"Sadly I didn't get past the first few days of the mindfulness course, but may do it again later.",2015-11-09 07:59:17 UTC,,0
