id,author_id,parent_id,step,week_number,step_number,text,timestamp,likes,first_reported_at,first_reported_reason,moderation_state,moderated
21908712,ae21f4e4-a172-42d0-8fa9-c5ed894766ce,,1.5,1,5,"For patterns of amounts spent for eg. holidays in the future for travel/airline industry;
for investment as users check share trends of past, so  correlation may not always be positive...
also suggests that data security and privacy for research purposes are an issue.",2017-05-22 08:37:16 UTC,0,,,,
21908729,c880960e-d826-426e-9d05-5b7985a7d0ba,,1.1,1,1,Looking at all things big data,2017-05-22 08:38:05 UTC,1,,,,
21908778,5016103d-93b3-430e-a12e-63b1be08f475,,1.1,1,1,Welcome to the course! I am looking forward to reading your comments this week. Let me know if you have any questions. All the best! Chanuki,2017-05-22 08:40:02 UTC,7,,,,
21908913,8d3ffc9d-1b94-47e8-a45d-86b1b7f0dd84,,1.1,1,1,"Hi I am Ikechukwu (Can also call me ""Iyke""). I am cyber security consultant and I have recently developed interest in Big Data analysis. I look forward to it helping me in my career and business. Excited to be here!",2017-05-22 08:45:34 UTC,2,,,,
21908958,35e77baf-e7b5-4ce2-8912-c5961c5e8d79,,1.3,1,3,I would be interested to know what is being searched for in the future  ,2017-05-22 08:47:26 UTC,0,,,,
21909142,ae21f4e4-a172-42d0-8fa9-c5ed894766ce,,1.8,1,8,"Hours slept, to improve health; 

Bank account expenditure to monitor a budget; 

Kinds of transport used for traffic flow info; 

Purchases made to monitor economic data.",2017-05-22 08:56:53 UTC,10,,,,
21909171,39b94e3b-31a2-4bee-86ad-2d4b49608e52,,1.8,1,8,"Using mobile GPS on my commute, this also contributes towards traffic flow monitoring.",2017-05-22 08:58:49 UTC,5,,,,
21909176,d6ded6a2-52fb-4ba2-8d65-a31da005cfdc,,1.4,1,4,"Google data is used for many predictions, some of which are accurate.  Have a look at this article:
 https://www.theguardian.com/technology/2014/mar/27/google-flu-trends-predicting-flu
which highlights some of the issues.
Some comment it is easy to predict the past.",2017-05-22 08:59:08 UTC,3,,,,
21909186,c51e57e4-98cd-4f0b-b6a1-6d24ec89b780,,1.4,1,4,"I was surprised that the article put forward the hypothesis that being forward-looking ""supported"" economic success - how could anyone know it wasn't being economically successful that supported being forward-looking?

My first thought (so I make no claim of it being a good one!) was that it depends what you use Google for. If you want a complete year's data set, you can have it for last year, but obviously not for this one or the next. You could google ""fashion trends S/S 18"" and that would take you forwards. It would surely take a vast contextual understanding at a country by country, area by area, social group, age, interest etc to be sure of any understanding of the correlation?

I look forward to learning more!",2017-05-22 08:59:32 UTC,5,,,,
21909422,c382b0e6-3ab2-4179-8574-c4fcb5881c16,,1.9,1,9,This page seems to still contain some 'notes to self' that would be best removed.,2017-05-22 09:09:59 UTC,3,,,,
21909433,8d3ffc9d-1b94-47e8-a45d-86b1b7f0dd84,,1.3,1,3,"The hypothesis about the internet very much relates to my home country, Nigeria. Internet is still not as available as you have in the UK where I lived. This hypothesis explains why.",2017-05-22 09:10:31 UTC,1,,,,
21909501,c51e57e4-98cd-4f0b-b6a1-6d24ec89b780,,1.5,1,5,"I understood very detailed profiles about individual users can be constructed based on their Facebook profiles, for example, and surely this could also be extended to search queries - age, sex, financial situation, marital status, dependents, interests, political leanings, location, personality traits (anxious, risk-taking, etc), depending on how closely this data is tied to an IP address? I know I see advertising based on and related to google searches I have made, so very closely tailored advertising would be one use. 
It would depend on who had access to the data, and at what level (what degree of connection between data and users). If my employer could see me googling salaries for my role or the one above, they might think I was ambitious. If they saw me googling their competitor, they might think I was intending to leave them. ",2017-05-22 09:13:40 UTC,6,,,,
21909625,5016103d-93b3-430e-a12e-63b1be08f475,21908445,1.3,1,3,"Countries marked as red indicate that they are searching more for the previous year. The hypothesis of why that might be is (1) countries that do well search more for the future and (2) that this reflects the internet infrastructure. However, when you analyse data it isn't uncommon to occasionally find what we refer to as ""outliers"", exceptions to the norm. So that might explain why Canada does not fit this pattern.
",2017-05-22 09:21:17 UTC,8,,,,
21909682,c51e57e4-98cd-4f0b-b6a1-6d24ec89b780,,1.8,1,8,"Heart rate and exercise to monitor health, effort, and to potentially influence the cost of health insurance, or target advertising for health products",2017-05-22 09:24:20 UTC,4,,,,
21909734,5016103d-93b3-430e-a12e-63b1be08f475,21909186,1.4,1,4,"The paper says this ""may"" be for this reason. But you are correct that the analysis can only show a link. To be more definite that being forward looking causes economic success, a more complex analysis would be required and these types of studies (establishing causality) are quite challenging to do.",2017-05-22 09:26:29 UTC,2,,,,
21909772,49bb4442-b6d2-41e0-a7dd-0b34c5e2e8ad,,1.4,1,4,"The findings are interesting. However, It is important to bear in mind the difference between statistical correlation and causal relationship.
",2017-05-22 09:28:30 UTC,6,,,,
21909796,5016103d-93b3-430e-a12e-63b1be08f475,21909422,1.9,1,9,which notes are you referring to?,2017-05-22 09:29:37 UTC,1,,,,
21909869,49bb4442-b6d2-41e0-a7dd-0b34c5e2e8ad,,1.5,1,5,"Ads targeting may be one of the major applications. I did search for a new laptop using Google Chrome, and shortly I can see a lot of computer ads on my Facebook.
",2017-05-22 09:33:05 UTC,1,,,,
21909995,49bb4442-b6d2-41e0-a7dd-0b34c5e2e8ad,21907729,1.5,1,5,"In my naive view, big data analysis is based on the data obtained to make predictions. However, the missing data which have not been collected for some reasons (e.g.  like the aging not voting online, thoughtful people not speaking loud on social network) could derail the predictions.
",2017-05-22 09:39:07 UTC,7,,,,
21910102,0d1a8fb6-cd90-46ce-91e4-667ee4b4f306,21908958,1.3,1,3,"I would too (it seems we'll be able to download the data ourselves later on): the context of what was paired with ""2009"" and ""2011"" should be telling and could reveal more about the way people in these countries were using search for their needs. I wonder what this year's data will tell us about searches for 2016 terms in the UK and US during 2017, however, given what an upheaval 2016 was politically in those two countries.",2017-05-22 09:44:30 UTC,3,,,,
21910108,27ba39dc-9f25-451b-9b70-b7e77c303954,,1.5,1,5,"Using a similar global analysis, it would be possible to track trends from country to country; to see how an idea / trend/ enthusiasm is initiated in one country and passed to another.
This may enable some element of prediction so that a something seen trending in, say, the US can be predicted to hit the headlines un the UK three weeks later!",2017-05-22 09:44:47 UTC,2,,,,
21910121,39b94e3b-31a2-4bee-86ad-2d4b49608e52,21907729,1.5,1,5,"Thanks for this Alexandra, your paper looks really interesting. It's a shame that the polls messed up your data. I just did some quick Google Trends search comparisons from what I just learned on this course and there are some distinguishable trends (Labour/Conservative manifestos interest peaked on the days they were released). However I imagine these quick comparisons are pretty basic in terms of analysing any growing or falling support for either party.",2017-05-22 09:45:37 UTC,1,,,,
21910182,39b94e3b-31a2-4bee-86ad-2d4b49608e52,,1.9,1,9,Really interesting activity and introduction to data analysis on Google,2017-05-22 09:49:30 UTC,3,,,,
21910186,8d3ffc9d-1b94-47e8-a45d-86b1b7f0dd84,,1.4,1,4,"These findings are indeed interesting. The level of financial empowerment in a country will contribute to determining the type of information sort by internet users. For example, where an economy is probably in a recession or similar scenario, users with internet access may tend to search more for information on how other countries succeeded in overcoming such situations.",2017-05-22 09:49:33 UTC,0,,,,
21910533,4ebf248c-f95a-4483-8dda-d3ef250b8385,,1.1,1,1,"Hello I am Maria Pimenta. I am portuguese, I studied andd I finished 51 years «Hough...)
my couse of chemical engeneer and of couse in the sixties of last century, computation is still starting ; at that time ccomputers occupied all a big room as and they were huge...
Of course, during my professional life I was obliged to learn much more, but really I am still from another ere, so this course is for me a challenge.I have still my own job so my time free is not enormous, but I hope that I expecth to achieve.",2017-05-22 10:06:04 UTC,2,,,,
21910606,0b0196e7-3d6f-477f-9f49-9b5479e4341e,,1.1,1,1,"Hi, I'm Buff - my interests are in the area of human behaviour. My MSc. dissertation (Psychological Research Methods) was an online experiment which gathered an amazing 1400 participants from all over the world. This has made me think hard about the value that is available on really important topics now, and question some of the established methods of research in Psychology - particularly as we struggling with the replication crisis, funding and making a difference for individuals and society. Will probably need more help with some parts of this, but will do my best to help others wherever I can. Have been looking forward to this for ages.... have fun folks ",2017-05-22 10:09:57 UTC,4,,,,
21910634,8d3ffc9d-1b94-47e8-a45d-86b1b7f0dd84,21910108,1.5,1,5,"Yes. These sort of analysis can be applicable especially as per trends from the western world countries. Trends in fashion, entertainment and even cars have can be found to ""transfer"" to developing economies like in Africa and Asia.
A system to check some of these trends comparing them against purchasing power, for example can give some interesting results.",2017-05-22 10:11:09 UTC,1,,,,
21910883,5a06febf-995e-4322-8536-24f7795290bd,21908445,1.3,1,3,"Thank you for this explanation. 
",2017-05-22 10:24:06 UTC,0,,,,
21911045,0d1a8fb6-cd90-46ce-91e4-667ee4b4f306,21909501,1.5,1,5,"Absolutely: you've likely seen this in relation to user profiles and targeted advertising / campaigning: https://www.theguardian.com/politics/2017/mar/04/nigel-oakes-cambridge-analytica-what-role-brexit-trump

The implications of such targeting for other purposes are of much more concern.

Google hid search data at a user level for websites receiving visits from its search engine a few years ago (https://googleblog.blogspot.co.uk/2011/10/making-search-more-secure.html) making it more difficult to tie your specific query with you as a person, although there was much contention in the marketing world about their true motivations for this. That said, pre-2011 if you had searched for ""jobs in tech"", ended up on a website competing with your employer, filled out a form with your name and submitted it, the competitor could have tied your query to your name via the form submission by tracking your path through its website via analytics.

Even if the form you filled out had nothing to do with getting a new job (let's say you ended up on their website and realised that their newsletter was good and you subscribed), they'd have had access to the fact that you personally arrived via a job query.",2017-05-22 10:32:02 UTC,7,,,,
21911069,559d3528-3fed-4563-803b-5c83071daf4b,,1.1,1,1,"Hi, I am a postgraduate student at Warwick Business School and I am interested in doing my dissertation on Big data and consumer behavior.  I believe that I will take very useful insights from the course!
",2017-05-22 10:33:00 UTC,4,,,,
21911249,0d1a8fb6-cd90-46ce-91e4-667ee4b4f306,,1.5,1,5,"My initial interest in this course ties in with my interest in anti-doping and anti-cheating in amateur sport. One major criticism of anti-doping / cheating in general is that the moderating agencies always ""one step behind"" the cheaters (this is always said in the context of professional sports doping, but it applies in different ways when looking at amateur cheating as well).

On an amateur level, a lot of cheating / doping goes on on an individual basis, without the help of doctors or networks. A lot of people use the Internet to research both cheating methods like course cutting and drug use. Potentially, the ways in which people search for or talk about cheating methods could be used to predict the rise of new methods, sources and discussions. This way, agencies and events are able to see new trends while they are on the rise, rather than having to wait until after they catch significant numbers of people (which usually doesn't happen on an amateur level due to funding restrictions).",2017-05-22 10:40:35 UTC,12,,,,
21911820,006ae1e9-2318-4711-ad0a-2dbc408c9448,,1.1,1,1,"Hi, I'm Tayo. Finally starting to explore my interest in big data & analytics. Looking to stretch my brain muscles in this course and, no doubt, enjoy the process.",2017-05-22 11:04:37 UTC,3,,,,
21912140,4975e3ec-785f-4520-9bb8-1795ab644773,,1.1,1,1,Hello! I'm Valentina! That would be my first experience with Big data. Hope to get useful knowledge and learn how to use those.,2017-05-22 11:18:01 UTC,3,,,,
21912528,4975e3ec-785f-4520-9bb8-1795ab644773,21909433,1.3,1,3,"I am also from the country, Russia, which has been coloured in red, Lyke. And I can justify the economic well-being related to the search, definetely. But the Internet access is not the point. In here we basically have an access to the Internet almost everywhere (apart from deep forest and god forsaken villages, of course :) In my view, the second hypothesis requires more in-depth studying for each country separately.
",2017-05-22 11:35:55 UTC,6,,,,
21912725,4975e3ec-785f-4520-9bb8-1795ab644773,,1.4,1,4,"I found the object of the research really fascinating! We can see how in years of different economic failures the ineterst in the past is rising. 
But I would also love to read the whole research if that is possible. And not only the extract of it.",2017-05-22 11:43:22 UTC,1,,,,
21912947,2b6cb44a-d861-4106-b50d-d1b440f3c7f1,21908445,1.3,1,3,"[Deleted]
",2017-05-22 11:53:42 UTC,0,,,,
21913382,2b6cb44a-d861-4106-b50d-d1b440f3c7f1,21909501,1.5,1,5,"I avoid using Google. I use alternative search engines that don't track their users. I have no idea what percentage of the Internet population use search engine alternatives, but if it is significant, research involving Google search statistics could be distorted. I also use ad blockers to try to counteract some of this data gathering. ",2017-05-22 12:16:21 UTC,2,,,,
21913588,d21ec1bf-de5d-4493-a853-814686b875e6,21909422,1.9,1,9,"Thanks for spotting that Alex, a few thoughts for future developments snuck their way in there. All removed and sorted now.",2017-05-22 12:27:06 UTC,3,,,,
21914487,006ae1e9-2318-4711-ad0a-2dbc408c9448,,1.6,1,6,"I totally agree with Prof Koonin on the value 'passive' data represents to research in the social sciences. Today, for instance, the availability of passive data (and the skills to curate it) means a new entrant into an industry can have more holistic information at infinitely lower cost about his would-be market than if he was restricted to using traditional methods e.g. surveys, etc",2017-05-22 13:10:56 UTC,6,,,,
21914602,4975e3ec-785f-4520-9bb8-1795ab644773,,1.8,1,8,"It can be measured what public transport is used the most, hence, making the bus appear more often if it is highly used by passengers. ",2017-05-22 13:15:58 UTC,1,,,,
21914716,468f8f00-281b-4836-adf3-ce6f1d406109,,1.8,1,8,"I live in Japan, I usually use a Suica (the Japanese version of the Oyster card) there'd be a lot of data including forms of transportation taken, entry station, exit station, duration of journey, peak flows, purchases on route by brands and location. All this data would be useful for advertisers, developers, retailers and of course the rail companies. Although Japan Rail was under fire for selling the data to companies back in 2013 as it raised privacy issues.  Town planners would find GPS data useful for urban planning and development. ",2017-05-22 13:20:19 UTC,1,,,,
21914824,4975e3ec-785f-4520-9bb8-1795ab644773,,1.9,1,9,"I tried to find how often World war III is searched. Giving the thought it was frequently discussed in media
Interesting, that topic is mostly googled in USA, Canada and UK. I found that extremely fascinating!",2017-05-22 13:24:44 UTC,3,,,,
21915035,b096ef81-2be1-455b-b53f-98c4353d1125,,1.1,1,1,"Hello! I am Vaishnavi.I am a development practitioner working in India! Excited to be taking this course.
",2017-05-22 13:34:09 UTC,1,,,,
21915052,2829f8eb-b907-4b57-aa21-9b3d5ae143d6,,1.1,1,1,"Hi I'm Mariane! it will be my pleasure to better understand people from their daily habits, noticeable through data.",2017-05-22 13:34:50 UTC,2,,,,
21915781,502d7103-ec33-4b95-8fc2-f3d41f3cb36d,,1.3,1,3,"An interesting secondary observation (with some interesting possible hypotheses) is the sharp deviation shown by the US as compared to the Japan-Euro-UK tightly arranged ""pack.""",2017-05-22 14:03:30 UTC,0,,,,
21915885,3c2c3b5b-8e45-4bdd-8f64-306e45426a52,21909869,1.5,1,5,"Without a doubt, big data is and has been used for quite some time to help companies better define their target markets. Such applications are only going to increase as the costs to collect and analyze the data continues to decrease.  You don't need to be a Fortune 500 company anymore to be able to take advantage of big data.",2017-05-22 14:08:08 UTC,2,,,,
21916435,502d7103-ec33-4b95-8fc2-f3d41f3cb36d,,1.8,1,8,"I wear a (now-obsolete) Microsoft band that does a wonderful job of logging my heart rate and activity on a 24/7 basis, with all the data stored to my cloud-hosted Microsoft account. There is an API to easily extract this data -- now amounting to several years. 

I'm always wondering what observable trends exist in this data that might presage health events in my immediate future.
",2017-05-22 14:32:06 UTC,3,,,,
21917120,502d7103-ec33-4b95-8fc2-f3d41f3cb36d,,1.9,1,9,"I don't see access to csv download. On my toolbar in Trends I see the share icon, the apps icon, the notification icon, and finally my google account avatar.  Where might I find this csv access?",2017-05-22 15:05:40 UTC,0,,,,
21917226,0e1a5c11-2419-436a-b4cf-b6271e347a8d,21909869,1.5,1,5,"Although many of us consider it irritating for ads to ""'automatically"" appear based on previous search activity (so called ""re-targeting""), it has been gradually accepted over the past few years based on potential advantages to the consumer. This approach ensures that ads relative to interest are sent to our screens (both Internet and TV). This also ensures that the advertisers only paying for ads based on demonstrated interest. This type of advertising isn't going anywhere soon, we may as well embrace it and make it work for the consumer!",2017-05-22 15:10:17 UTC,0,,,,
21917315,fb06e365-29e9-4621-a793-df58c537ef89,,1.5,1,5,"Before I would buy into your country year forward,back concept, I'd wonder why Canada was not in the forward category. Since the US as vast areas of users and wealth was there difference between areas or States in the US.",2017-05-22 15:14:46 UTC,3,,,,
21918312,0e1a5c11-2419-436a-b4cf-b6271e347a8d,,1.8,1,8,"I see people flowing in and out of the large office building where I work.  I wonder how many people would consider themselves truly enjoying their careers, and how many have transitioned to ""'it pays the bills"". It would be interesting to record how often people transition from one phase to the other, and the factors that lead to the transition.",2017-05-22 16:01:56 UTC,1,,,,
21919270,7bd35d2c-dc40-4d4e-9403-1ed1c7f930f7,21909501,1.5,1,5,"Hi Carol, In my opinion I think that Google collects our private data to help Google and us also. Google can help us to search even when we mistype the keywords. And it can also suggest us the thing we need the most when we search.  
",2017-05-22 16:52:32 UTC,0,,,,
21919663,d3438b8a-86a0-4c19-a8f2-7df1cf952603,,1.5,1,5,i don't understand anything so far,2017-05-22 17:14:43 UTC,0,,,,
21919878,90821e2e-08d0-4ca2-8970-ed1ba703c3d1,,1.8,1,8,"I used to use an app called ""my fitness pal"" to track my caloric intake for the day. I can imagine this generates lots of information about my lifestyle; eating habits, what I buy for food, my measurements, my age, BMI etc. All this data will be invaluable to businesses to predict trends and target audiences. ",2017-05-22 17:27:14 UTC,1,,,,
21919923,a55740e0-37ee-4b51-992c-5400d6ee60cc,,1.8,1,8,"I have recently engaged with the story fixture offered by most social media platforms.I have tried to make a video when i feel it is necessary but have used this as a platform to give information since i do some marketing for the sport department as a part time gig while studying. Anyway im starting to grasp the concept and feel that if we follow people the data there can tell you who the people are what they do for a living and what their daily routines are.
 ",2017-05-22 17:30:29 UTC,0,,,,
21920531,73826c35-1b9c-4bdf-b420-891a30414cfd,,1.1,1,1,Hi! I'm Akbar from Azerbaijan. It will be very interesting to better understand people by data :) ,2017-05-22 18:05:26 UTC,2,,,,
21920946,36a20a5f-b1ab-40b0-97fc-d80b3fdcb389,,1.5,1,5,"I'm interested in the fact that, in order to make comparisons across linguistic borders, you had to choose search items that were the same in (nearly) all languages - i.e. year in Arabic numerals.  Thinking along similar lines, looking at the occurrence of names could go across borders.  It could be interesting to see which countries are Googling 'Trump' currently, for example.  Or how far interest in 'Manchester United' has spread.  If you are in marketing you might find the information on global brand recognition useful",2017-05-22 18:29:43 UTC,13,,,,
21921148,9364fdda-f75a-49bf-a21e-cdbd0e3b431c,21908445,1.3,1,3,"Agree, it seems a bit odd that Canada was colored in red, but it might be just a particular case that does not fit this pattern.",2017-05-22 18:43:08 UTC,0,,,,
21921275,73826c35-1b9c-4bdf-b420-891a30414cfd,,1.3,1,3,It is so curious information I would never think these datas can be effective,2017-05-22 18:50:11 UTC,2,,,,
21921396,9364fdda-f75a-49bf-a21e-cdbd0e3b431c,21917315,1.5,1,5,"Agree, since I saw that blue/red colored map I am also wondering why Canada does not follow this pattern. It looks a bit odd for this study; or, Canada just does not fit it. But why? The presence of thousands of immigrants searching for data related to their original countries or something like that so it'd be necessary to adjust filters or narrow results in order to have a better idea of who is looking for what in Canada?",2017-05-22 18:56:51 UTC,0,,,,
21921455,9f65b395-b013-4bf2-8641-1b48bb36f12e,,1.8,1,8,"I use my debit card almost everyday, I would assume that it must generate a large footprint when I buy items from the shop.",2017-05-22 19:00:17 UTC,1,,,,
21921472,7c47832a-701f-45de-8586-3d2ee80ef7e3,,1.8,1,8,Although ads are notoriously hard to quantify in terms of sales and revenue it would be interesting to see correlations between ads on commute lines and purchases made in the areas they start and end (i.e. at the office or home). Do the ads you see on your specific commute mean you buy more of those products than of those others see on their commutes?,2017-05-22 19:01:29 UTC,0,,,,
21921488,9364fdda-f75a-49bf-a21e-cdbd0e3b431c,21920946,1.5,1,5,"This sounds pretty interesting! Looking for specific names, brands or tendencies might show particular results. Looking for years might show interest in past / future, but it is not specific enough about what kind of topics. Looking for a previous year might show interest in a past event, but not necessarily relate to economic reasons; as well as looking for a future year. Let's say, 2018 will be a popular search topic due to the World Cup in Russia around the world, which basically breaks the pattern since there are soccer fans everywhere in spite of their economic positions.",2017-05-22 19:02:22 UTC,2,,,,
21921795,1f6ad67b-3267-4842-a196-4e3dfe62d886,,1.1,1,1,"Hi All, i am a mature student. No experience in this field but aout time I started thinking about it.",2017-05-22 19:20:48 UTC,1,,,,
21922117,1f6ad67b-3267-4842-a196-4e3dfe62d886,21909433,1.3,1,3,I was fascinated by the Hypotheses. Whats good is that it generates a starting point for your comment.,2017-05-22 19:37:21 UTC,0,,,,
21922622,1f6ad67b-3267-4842-a196-4e3dfe62d886,21907578,1.4,1,4,Yes thats a thing I do. look up an upcomng event and you have to put a future date on it.,2017-05-22 20:03:20 UTC,0,,,,
21922663,8d3a7a2b-b77e-4f2f-9d2c-0885e009ea1b,21908445,1.3,1,3,"I agree that it seems strange that Canada is not what you might expect.  It would be useful to see the data that made up the scatter chart to see which countries had a ""just less than 1"" index
",2017-05-22 20:05:01 UTC,0,,,,
21922716,1f6ad67b-3267-4842-a196-4e3dfe62d886,21919663,1.5,1,5,Try to let the statistical jargon flow over you. I'm hoping its not essential.,2017-05-22 20:07:23 UTC,1,,,,
21922738,1f6ad67b-3267-4842-a196-4e3dfe62d886,21917315,1.5,1,5,We could do with a Canadian on board.,2017-05-22 20:08:43 UTC,1,,,,
21923824,ff0a415d-dc9c-4989-82f1-faed93d0f93f,,1.1,1,1,"Hello, I am Camila from Brazil. I work with advertising and big data is a very important area to my business. I hope enjoy the course. ",2017-05-22 21:09:28 UTC,1,,,,
21924201,f877c5d3-2c1b-48ab-92af-5721d8f0d8a4,,1.5,1,5,"Interesting investigation. I wonder if we could consider looking at how an event was searched for across different countries (e.g. how would a royal event in the UK, a US presidental election, a famine or weather event). It would also be interesting to compare search terms for some material items (e.g. a barbie doll, lego or a TV) and see how this relates to the economic prosperity of the country.",2017-05-22 21:32:51 UTC,3,,,,
21924421,757d9e42-6afa-4543-a82e-ee870f3bd460,,1.5,1,5,"It gonna be a tremendous help for the companies who are looking for putting the right commercial to the right potential customers. For example, I was googling where I can buy futon in my city. And that day, I was on Facebook, suddenly there are adverts about the futons. I mean, how Facebook could know that I was looking for something? And then whoever are selling it, how can they find me? Well, you've known the answer! ",2017-05-22 21:47:34 UTC,4,,,,
21924429,d0faa259-2d9c-4f59-ad86-40b12328c0c2,,1.1,1,1,"Hi All, having taken similar courses such as Smart Cities which touched on big data and it's applied uses, I'm looking forward to learning more on this course and stepping into the world of data science eventually. ",2017-05-22 21:47:57 UTC,0,,,,
21924612,d0faa259-2d9c-4f59-ad86-40b12328c0c2,,1.3,1,3,"In being a page admin on some social media pages for organisations I've been involved in I've increasingly begun to spot correlation between busy activity periods and surges in engagement. Perhaps it's true that this is a kind of data science, given the simple analysis of events. This makes me want to dig deeper! ",2017-05-22 22:00:06 UTC,0,,,,
21924620,15e5f22e-7c9f-4035-8121-90ad518a28ff,21909433,1.3,1,3,"I would be interested to understand if search behaviour is influenced by culture
",2017-05-22 22:00:40 UTC,2,,,,
21924764,d0faa259-2d9c-4f59-ad86-40b12328c0c2,,1.4,1,4,"A fascinating read! Certainly, the correlation between relative economic prosperity and future looking searches is interesting.  It's not unreasonable to surmise that less prosperous economies may be more concerned about the future so search similar topics out but this could also be true under different circumstances perhaps. A numerical year can certainly tell us a lot!",2017-05-22 22:12:31 UTC,1,,,,
21924842,d0faa259-2d9c-4f59-ad86-40b12328c0c2,,1.5,1,5,"Certainly there is big advantage in business to monitor trends and the perfect tool for that is here! On the other side, government and nongovernmental organisations may even monitor the search terms for various reasons. ",2017-05-22 22:18:54 UTC,2,,,,
21925095,d0faa259-2d9c-4f59-ad86-40b12328c0c2,,1.8,1,8,"I know many people, including myself, who switch off most forms of tracking function on their mobile device but certainly, GPS, data in photographs, pedometers,  e-mail applications,  social media suites etc will generate a lot of data on someone's life. This can result in advertising  on Facebook etc that coincides with searches, invitations to tag along picture on Google maps and much more! ",2017-05-22 22:42:35 UTC,2,,,,
21926360,e49d9c34-8514-4224-973c-18295c267764,,1.1,1,1,"Hello I am Jennie I am taking this course to further my knowledge and understanding in the Big Data arena.
",2017-05-23 01:31:26 UTC,0,,,,
21926466,e49d9c34-8514-4224-973c-18295c267764,21908445,1.3,1,3,"I would like to know how the perception of the data would differ if it were presented in a spectrum instead of with thresholds.  so there would be a gradient of colour from red through blue maybe  even with further differentiation  to Yellow for even greater number of searchers.  

I figure that thresholds can really, for want of a better word ""Colour"" our interpretation of the data. 
",2017-05-23 01:44:54 UTC,0,,,,
21926470,e49d9c34-8514-4224-973c-18295c267764,,1.3,1,3,"I would like to know how the perception of the data would differ if it were presented in a spectrum instead of with thresholds.  so there would be a gradient of colour from red through blue maybe  even with further differentiation  to Yellow for even greater number of searchers.  

I figure that thresholds can really, for want of a better word ""Colour"" our interpretation of the data. 
",2017-05-23 01:45:32 UTC,5,,,,
21926514,e49d9c34-8514-4224-973c-18295c267764,,1.4,1,4,"It might also be influenced but the age of the internet uses? 
Countries where there are more younger people with internet access may skew results? 

I wonder how different the map would look if you compared i age as well as some representation distance, ie of how far into the future or past the search was. 

We currently had a massive cold snap in NZ, and I imagine that it caused a reactive increase in search for past weather conditions, 
",2017-05-23 01:51:47 UTC,3,,,,
