id,author_id,parent_id,step,week_number,step_number,text,timestamp,likes,first_reported_at,first_reported_reason,moderation_state,moderated
17518966,ca004bd7-6de9-4015-9ee3-733e6b8ea6ec,,1.4,1,4,"It's interesting how the juxtaposition of 'flat' and 'depth' are presented here by Nick. I would debate that the mind does have depth, unlike the rainbow analogy. The 'writing' presentation is a perfect example of how to trick the mind, yes? So, to me, this means the mind can be persuaded to abandon the traditional 'flat-line' assumptive thinking, and follow a course which in most cases is led by the ego! Advertisers and marketers use this technique on a daily basis. Why did you buy your last whatever? For me, it's a matter of 'knowing' your mind, which leads to the deeper consideration of 'what is mind'? Mark Parsons states that the mind and brain are two parts of us. Sorry Mark, I can't locate my mind! If Nick is correct in his proposal, and we are just reacting on the fly, to each situation, improvising, even with solid reference points in our history, we are still lying to ourselves. Why?, well I would suggest that we need to separate the ego from the mind, abandon everything that we believe is 'us', then examine what's left. I suggest this may be closer to the truth of the mind?",2016-11-07 07:05:37 UTC,3,,,,
17519141,237056ee-50eb-45f0-bcb1-7280acfff3d8,,1.1,1,1,I enjoy both the rational and intuitive mind...so I hope with this course we will understand more about each of these qualities and how they interact. ,2016-11-07 07:12:58 UTC,1,,,,
17519217,0a86b0ac-b81f-4818-96c3-199e1cbd0808,,1.3,1,3,I love the legal analogy as goes some way to explaining the different decisions that can made in very similiar situations. However physical health can play a major part in decision making too. Suffered a serious illness a few years ago and found my self making decisions that surprised me. There is a physical element to decision making that is vastly underestimated.,2016-11-07 07:15:50 UTC,13,,,,
17519377,c8379847-a266-40f0-979c-fe230b232a1f,,1.1,1,1,"Thought experiments give amazing insights , excited !",2016-11-07 07:21:11 UTC,2,,,,
17519401,9fb1ce1b-c1af-47bd-9d84-76b7fb3e5756,,1.2,1,2,"So are we all creating a rich interior monologue which we hope explains our actions and beliefs, and makes us appear better, more rational or more complex people? It is relatively easy to see this in others, but of course for ourselves it is harder to recognise! ",2016-11-07 07:21:53 UTC,3,,,,
17519591,237056ee-50eb-45f0-bcb1-7280acfff3d8,,1.3,1,3,"I'm interested.....does this perspective emerge from the Carl Rogers philosophy that we are ,always, in a process of ""becoming ourselves"". Sounds up my street!",2016-11-07 07:28:22 UTC,4,,,,
17519614,676570f2-feec-4eca-8341-dceb5366f267,17515049,1.2,1,2,"And our feelings and thinking change so rapidly, there is no way to take count of it all. 
If we were able to account for all of it, we may come to conclude that we are all crazy :-) 
",2016-11-07 07:29:02 UTC,2,,,,
17519655,c8379847-a266-40f0-979c-fe230b232a1f,,1.2,1,2,A spot light on a person can change motivation and behaviours.   The veneer presented alters.,2016-11-07 07:30:24 UTC,3,,,,
17519818,c8379847-a266-40f0-979c-fe230b232a1f,,1.3,1,3,past precedents precede personal progress ,2016-11-07 07:35:36 UTC,1,,,,
17520350,9fb1ce1b-c1af-47bd-9d84-76b7fb3e5756,,1.4,1,4,"My first reaction was to look up Orsono! 

I've often suspected that we make up our reasons for doing things 'on the fly', partly because we all want to appear 'deeper' than others, which gives us a sort of moral superiority, I suppose. However, I feel there might be a difference between an individual in the here and now trying to explain their reasons for their behaviour, and a historical perspective, when perhaps the full background to any decisions is clearer. Although presumable Nick would say that we are just interpreting this based on our current ' here and now' reasoning! ",2016-11-07 07:51:28 UTC,4,,,,
17520375,154e4c8f-4776-4911-b68b-4bec0a48b567,17518295,1.1,1,1,"I would re-phrase your question - why do you feel guilty about buying more shoes that you need? Would you feel like this if you were a stamp- or art-collector? Do you feel guilty for having the extra cash while others might not have even one pair of decent shoes...? 
(I mean these questions in general - there are others with  shopaholic guilts...) ",2016-11-07 07:52:05 UTC,0,,,,
17520449,8059dca0-0639-45d7-be9b-c52673fb1982,17515049,1.2,1,2,"I do however feel that we might be able to defend the existence of some depth when trying to figure out why me might be feeling the emotions that made us act in the moment.  Don't most emotions have a deeper reason for appearing? And if so, our actions in response to those emotions might be shallow, but not the emotions themselves?",2016-11-07 07:54:11 UTC,3,,,,
17520504,53d49700-e351-4d8f-a5fb-784c9057771d,,1.1,1,1,"I'm a graduate from Uni of Warwick in M.A. English Language Teaching though, I'm interested in Psychology and I believe that mental development has great things to do with education. Look forward to this course.",2016-11-07 07:55:30 UTC,1,,,,
17520561,387ef42f-57d3-4a42-b36d-079a7e74bb7b,,1.3,1,3,""".... your own history as a person and the people that you interact with and the experiences you have make you who you are.""   Sounds anything but flat to me.  I have problems with the word 'deep' in the first place.   When people say ""oh, she's really deep"" I translate that as they don't understand the person they are referring to.",2016-11-07 07:57:21 UTC,0,,,,
17520627,676570f2-feec-4eca-8341-dceb5366f267,,1.2,1,2,"Someone told me that thinking is like yeast. When you mix yeast with flour, it expands it into bread. Mixing thinking with the truth becomes something else...an inflated reality. Or after reading this article, I like the words illusion and fiction.

I've been contemplating about this... For example, I questioned why I don't pursue something I want to do because my inner voice tells me that I am not good at it. This goes against logics, because to be good at something, at the very least one has to do it first. 

I investigated certain mind habits and patterns of behaviour and even a childhood memory associated with feeling of rejection and failure blablabla...which quite frankly, I cannot even rely on how true my memory is.

So, how can I know any truth using my own thinking that may be jumbled with emotions and feelings even if they aren’t so apparent in my conscious mind?

I decided to dump the statement of whether I am good at something or not. It isn’t valid if I use a servings of yeast, my own thinking. 
Take away the yeast…
And the only valid statement is whether I do it or not.

That makes the mind pretty flat I'd say! wonderful, and how liberating!",2016-11-07 07:58:58 UTC,13,,,,
17520710,64aade16-5da2-4b3f-8e32-62d82a9b2a92,,1.3,1,3,"I have just come away from the logical and critical thinking course (another future learn course) Is the premise put forward here : our histories are created through a decisionmaking process that relies on analogical reasoning: 

This particular situation has this set of features (A) 
I recall a previous situation with features similar to set A. 
I exhibited this behaviour (B) in the previous situation 
Behaviour ought to provide benefit to me ,  behaviour B provide me with a benefit
Therefore probably 
I should exhibit B or a modified version of behaviour B in this situation 

We would then use inference to best explanation to search out previous similar situations avoiding fallacies of reasoning such as those of irrelevance, unacceptable premises and illogical reasoning? ",2016-11-07 08:01:41 UTC,3,,,,
17520781,64aade16-5da2-4b3f-8e32-62d82a9b2a92,17520710,1.3,1,3,This analogical reasoning idea works for me :),2016-11-07 08:04:03 UTC,0,,,,
17521172,9fb1ce1b-c1af-47bd-9d84-76b7fb3e5756,,1.5,1,5,"So the interpretation of behaviours retrospectively is purely hindsight bias? 

My problem with the opening of this talk is that Nick's example of people thinking they understand how things work doesn't apply to me: I have absolutely no idea how things work! I am someone who sits on a plane marvelling that it can fly, or wonders when I am driving at the ability of a car to travel along a road. And as for an air conditioner!  

However, the rest of it resonates with me, maybe because I find it easy to believe that there is no easy explanation for why we behave as we do. ",2016-11-07 08:15:26 UTC,3,,,,
17521431,154e4c8f-4776-4911-b68b-4bec0a48b567,,1.2,1,2,"or maybe there is a truth - that is, our thinking  -is-   caused by actual neural brain- events - but we cannot describe these events - just as with quantum-events - as the observer (whether outside or not) influences the data...?
so the individual, unique depth -is- there for everyone, just that we cannot - and maybe should not - copy - unless it is art that is reflecting it, or medicine to help suffering/malfunction...?",2016-11-07 08:23:08 UTC,0,,,,
17521456,53d49700-e351-4d8f-a5fb-784c9057771d,,1.2,1,2,"There must be motivations in our mind for the occurrence of every behaviour, but also exist the sense of control.",2016-11-07 08:23:45 UTC,1,,,,
17521551,154e4c8f-4776-4911-b68b-4bec0a48b567,17515796,1.2,1,2,What if the MIND OF GOD is a bit (too) flat...:-),2016-11-07 08:26:14 UTC,3,,,,
17522339,53d49700-e351-4d8f-a5fb-784c9057771d,,1.3,1,3,"We often tend to consult to the previous cases and analogise to the current situation, from which we usually find the suggested solutions but sometimes they don't fit the fact then. Therefore, at this time, we have to figure out an improved version or a totally different one.",2016-11-07 08:46:23 UTC,1,,,,
17522464,21486960-492e-48ba-b4ff-9fe3b2589322,,1.1,1,1,Very interesting stuff and I am really looking forward to this course,2016-11-07 08:49:30 UTC,1,,,,
17522487,6b1b463c-91cf-4e3a-a5d0-fe9ec78052c4,17515853,1.1,1,1,"Of course you will, self belief is what we need in large doses...",2016-11-07 08:50:01 UTC,1,,,,
17522834,9415b632-f644-485f-b48a-a483d86da88a,,1.1,1,1,Morning All lets get started.....,2016-11-07 08:58:07 UTC,1,,,,
17522835,6b1b463c-91cf-4e3a-a5d0-fe9ec78052c4,17520627,1.2,1,2,What is truth though ..that too is open to interpretation,2016-11-07 08:58:08 UTC,3,,,,
17522933,6b1b463c-91cf-4e3a-a5d0-fe9ec78052c4,,1.2,1,2,"We are fictional characters, in stories of our own invention.  That statement is so provocative...",2016-11-07 09:00:10 UTC,0,,,,
17523204,bc827652-ec58-4f1e-b506-4d0f1c624169,17515796,1.2,1,2,"Oh dear oh dear, just as all the other courses I've done we are not allowed to mention God ... nobody chooses to believe in God he is just there Kevin, it's rather that people choose not to believe, and then proceed to God bash at every opportunity",2016-11-07 09:06:19 UTC,1,,,,
17523246,381250ac-d570-465f-9898-4fdd70f16152,,1.4,1,4,I often guess hoping my unconscious mind really knows the answer-  now I know that the quiz answers our team pick are most likely due to how certain a fellow team member sounds when giving their guess!,2016-11-07 09:07:14 UTC,1,,,,
17523416,de00bcae-b021-4fb1-b83a-5284e6299fc4,17513121,1.4,1,4,"I read the transcript rather than watch the video (due to where I am at the moment) so do not have the cues from voice intonation or possible body language. I was therefore struck by reading about the difference in handwriting that was used to determine the response to the question posed. I likened it to the way in which people respond to a confident or a less than confident person. 

Listen to a strong, confident individual and I would suspect those people undecided about what is the right might be more likely to align themselves to that individual than someone who shows more caution. I hadn't realised that handwriting could elicit a similar outcome.",2016-11-07 09:11:08 UTC,12,,,,
17523432,0b8fa5c6-e166-4ba8-823c-0dff82ded4a4,,1.1,1,1,Excited to be a part if this. ..good luck everyone .enjoy! !!,2016-11-07 09:11:42 UTC,3,,,,
17523457,438bd472-fdf4-4966-b3d1-fe4dcaab2c43,,1.3,1,3,"I don't feel this idea puts me under attack. Am I wrong to be optimistic and think it points to a path  for ""bad"" people or those with self destructive habits to take on new case law and thereby have happier lives?",2016-11-07 09:12:30 UTC,1,,,,
17523551,bc827652-ec58-4f1e-b506-4d0f1c624169,,1.2,1,2,"I am finding this interesting as I do believe as humans we have depths, the depths of despair, deep compassion for instance, which do go below the surface and are not always seen outwardly.",2016-11-07 09:14:10 UTC,1,,,,
17523575,e4372d2f-31b9-4154-a9b2-17eb3b27f30e,17518295,1.1,1,1,"A while since I completed a Futurelearn study, really looking forward to starting The Mind Is Flat",2016-11-07 09:14:48 UTC,0,,,,
17523627,154e4c8f-4776-4911-b68b-4bec0a48b567,17522339,1.3,1,3,"but we often fail to do this and try instead to re-invent the reality to fit it with our previous experience...  the ""unconscious"" selection we make in what to ""believe"" about the reality we observe. ",2016-11-07 09:15:56 UTC,2,,,,
17523982,5e2be26b-d932-4f99-baa4-4c27275d70bf,17515796,1.2,1,2,Ah the great God debate has started on page one. And to think that my flat mind assumed that 'depth' and intelligence would prevent such nonsense! Silly me.,2016-11-07 09:24:09 UTC,1,,,,
17524026,14ecaf4f-e3ac-43ea-8e96-798fd7e2df3e,,1.1,1,1,im glad to be apart of this course ,2016-11-07 09:25:21 UTC,1,,,,
17524027,c2b1a066-6011-4522-a7d5-b06274f46b9f,,1.2,1,2,what's buried deep in our minds is ever irreversible. It sub-consciously guide every behaviour of ours. People may react differently under different circumstances but their true origin of thoughts stay the same.,2016-11-07 09:25:21 UTC,2,,,,
17524032,3b07a099-7a62-49eb-8c00-d8e08f46127e,,1.2,1,2,"We are fictional characters, in stories of our own invention. Sounds like Facebook.",2016-11-07 09:25:29 UTC,5,,,,
17524101,387ef42f-57d3-4a42-b36d-079a7e74bb7b,,1.4,1,4,"Goodness!  What's wrong with saying ""I don't know"".   If I don't know I won't make any supposition.   Just because the questioner wants a certain responses does not make me feel obliged to give it.  And I certainly don't need to appear 'deeper' than someone else.
But then I've always been a market researcher's nightmare!",2016-11-07 09:27:13 UTC,11,,,,
17524234,438bd472-fdf4-4966-b3d1-fe4dcaab2c43,17520350,1.4,1,4,Osarno or Orsono!,2016-11-07 09:30:07 UTC,0,,,,
17524249,381250ac-d570-465f-9898-4fdd70f16152,,1.5,1,5,"When the results of experiments such as Festinger are reported, it worries me that not everyone will have said the same answer as was stated as fact in the results. Yes the results are statistically significant but not 100%. It's like saying Britain voted Brexit when only 52% of voters did. In hindsight I knew they would!!",2016-11-07 09:30:29 UTC,2,,,,
17524287,997823ae-5584-44f1-a75e-37570b631a41,,1.4,1,4,I still don't completely agree with the idea that mind is flat... One thing that is constantly coming in my mind is about having true dreams. Many times it do happen that we see dreams about something that is going to happen in near future and that thing hasn't happened to us or others before. If mind is shallow and we do take decision based on our experience or others then such things shouldn't happen.,2016-11-07 09:31:12 UTC,0,,,,
17524334,154e4c8f-4776-4911-b68b-4bec0a48b567,17520710,1.3,1,3,"except that not a lot of people did a ""logical and critical thinking"" course, therefore they might not look for valid arguments, only for the ones that fit with their previously (self- or socially) set patterns.  Also, unfortunately, falling for those numerous fallacies...  that is what demagogy/marketing/brainwashing is about.

I am a little bit dubious about the course itself as it is set by a business school...
and our main educator being a consultant to business and to a (conservative) think tank... 
but I'll do my best not to use my previously self-set patterns of scepticism...",2016-11-07 09:32:17 UTC,5,,,,
17524538,154e4c8f-4776-4911-b68b-4bec0a48b567,17520561,1.3,1,3,"hi Hazel, nice to see you so soon...
As I comprehend it, the statement must mean, that all thinking/decision-making  happens in ""real (the given present) time"", even what we might think as deep has been just re-assembled as we speak...  I could be totally wrong...
",2016-11-07 09:37:02 UTC,0,,,,
17524711,387ef42f-57d3-4a42-b36d-079a7e74bb7b,17520561,1.3,1,3,"Hallo, Eva.  I'm not sure I understand what you are getting at although I agree that with your use of the term 'real time'.  I still think people use the word 'deep' about people they don't understand or who make them feel 'out of depth'",2016-11-07 09:40:32 UTC,0,,,,
17524756,b904d197-3b45-4860-b569-3cfc2cc95098,17518220,1.3,1,3,"Indeed James. Who amongst us has not experienced something utterly awful, if not life threatening, only to awake and discover it was all a bad dream ..... albeit one that comes complete with cold sweat or aching muscles and fast breathing? Or perhaps has been witnessing something and found ourselves wondering if we are about to awaken from a dream?",2016-11-07 09:41:27 UTC,4,,,,
17524773,14ecaf4f-e3ac-43ea-8e96-798fd7e2df3e,,1.2,1,2,"when you begin to have some control as to how and what and how you think, the character in your own invention becomes the star in your story i guess.",2016-11-07 09:41:51 UTC,0,,,,
17524835,b904d197-3b45-4860-b569-3cfc2cc95098,17512754,1.3,1,3,Sounds a bit like survival mode.,2016-11-07 09:43:19 UTC,0,,,,
17524849,154e4c8f-4776-4911-b68b-4bec0a48b567,17519217,1.3,1,3,"all decision-making involves the physical activities of the brain, so it seems evident, that health is a most important issue. 
The question is what is considered normal and abnormal... ",2016-11-07 09:43:32 UTC,2,,,,
17525118,0b8fa5c6-e166-4ba8-823c-0dff82ded4a4,17515796,1.2,1,2,"God is just there? This is your belief  (which you are perfectly entitled to have) but belief is not FACT unless of course there is scientific proven evidence  to support your claim. there are literally thousands of ""Gods"" currently and historically worshipped, do you believe in them all? Or just yours? ",2016-11-07 09:48:50 UTC,3,,,,
17525449,154e4c8f-4776-4911-b68b-4bec0a48b567,17518220,1.3,1,3,"I am under the impression that thoughts are generated by various -real- neural events in the brain - we cannot describe these processes accurately, yet we do observe that (conscious) thinking can only happen when there are these neural synapses happen in living (functioning) brains.   

We also have memories  constantly re-assembled by these busy neuron-networks,  so building societies, culture etc is fascinating, but not exactly miraculous. 
I don't think we can separate the mind from the physical entity - continuous on-going, ""on line"" re-assembling by neuron connections in the brain. 

The idea of denying the existence of an objective reality (the one being obstinately there even when we are not looking)  does not bring us a better working theory, so I use Occam's razor and go for the simplest option...

This ""working model"" of reality shows, that the universe was going about its business for billions of years without us tiny conscious glimpses appearing on this random (if beautiful) planet, and sadly, it will go on again when the sun gets too old and eats up the earth - unless we get ourselves - really seriously intelligent... Meanwhile - we are all very lucky being here - enjoy it!",2016-11-07 09:55:29 UTC,2,,,,
17525731,64aade16-5da2-4b3f-8e32-62d82a9b2a92,17520710,1.3,1,3,"Hi Eva, I smiled whilst I was writing it. That course is a part of my history. I think scepticism is a good filter to have. I am looking forward to comparing the content of this course with the stuff in 'what is mind'  :) 
",2016-11-07 10:01:16 UTC,0,,,,
17525839,d602c911-1828-4119-8f1a-35c5688ced21,,1.1,1,1,"Hi everyone, looking forward to cracking on with the course. Haven't done anything with Psychology for a couple of years but really excited to get the ball rolling again and the ol' grey matter working again. All the best!",2016-11-07 10:03:40 UTC,0,,,,
17526086,d602c911-1828-4119-8f1a-35c5688ced21,17519401,1.2,1,2,it is easy to see in others as we don't like putting ourselves under the microscope... it gets too personal and we worry that we might see something we don't like.,2016-11-07 10:08:47 UTC,3,,,,
17526450,630831a0-cbbf-4d63-a4a6-ca1390802a3e,17520710,1.3,1,3,"I feel the concept of looking back at case history is a good analogy. Although I have always regarded experience as a poor teacher, we are invariably faced with the test before we have had the lesson!",2016-11-07 10:16:23 UTC,0,,,,
17526544,640b89e5-8c25-4bcd-8950-950ed636f15a,,1.3,1,3,"Surely complexity suggests depth?  Where are the case files stored if the mind is  flat? How flatness relate to the subconscious and neuronal patterns in the brain?
",2016-11-07 10:18:11 UTC,3,,,,
17526651,154e4c8f-4776-4911-b68b-4bec0a48b567,17520561,1.3,1,3,"well, that is just semantics - we'll see what we'll learn...",2016-11-07 10:20:25 UTC,0,,,,
17526657,9fb1ce1b-c1af-47bd-9d84-76b7fb3e5756,17520350,1.4,1,4,"Both, since the subtitles and Nick both say Orsano, and the printed question on the video says Orsono! Which did throw me a little. Although maybe it was meant to. . . Perhaps that's the other part of the experiment! ",2016-11-07 10:20:36 UTC,0,,,,
17526719,d21ec1bf-de5d-4493-a853-814686b875e6,17520350,1.4,1,4,Apologies for the confusion. It looks to be Orsono - I'll double check the files and update as necessary.,2016-11-07 10:22:01 UTC,2,,,,
17526732,d602c911-1828-4119-8f1a-35c5688ced21,17519217,1.3,1,3,"I agree Una, I have had some major family upheavals in the last couple of years and a lot of health issues myself and I have found myself making decisions I never would have, if it had not been for those circumstances. Therefore, how can I be looking at past instances and applying the behaviour from that? Or have I just decided that nothing had worked for me in the past so I have completely modified my behaviour in the hopes of getting a better and more fulfilling outcome?",2016-11-07 10:22:17 UTC,2,,,,
17526745,5781b3e5-af9d-4ddc-92ec-201e28194b33,,1.3,1,3,"Unsure who first said/wrote ""My head says one thing, my heart says another"". The mind is surely about the ""head"" plus the ""heart"". The ""head"" is logic/precedent but the ""heart"" is inspirational/creative. ",2016-11-07 10:22:27 UTC,3,,,,
17526886,d602c911-1828-4119-8f1a-35c5688ced21,17516932,1.3,1,3,"It is fascinating! Where is it all kept? We must have every situation, response and outcome stored away somewhere for referencing!",2016-11-07 10:25:10 UTC,0,,,,
17526995,6b1b463c-91cf-4e3a-a5d0-fe9ec78052c4,,1.3,1,3,fascinating can wait to progress... in more ways than one,2016-11-07 10:27:17 UTC,1,,,,
